;open;high;low;close;1h_chg%;24h_chg%;next_1h_chg;next_1h_high%;next_3h_high%;next_24h_chg;volume;qav;num_trades;taker_base_vol;taker_quote_vol;taker%;open_interest;oi_24h_chg%;oi_7d_chg%;%_long;%L_24h_chg%;%L_7d_chg%;fundings;fund_24h_chg;fund_7d_chg;liquidations_long;liquidations_short
20/12/2023 00:00;42275,99;42444;42235,4;42423,5;0,35%;-2,06%;-0,27%;0,16%;0,16%;2,44%;926,83175;39263833,78;45898;485,39211;20563049,46;52%;76992,833;0,18%;-1,00%;55,35;3,03%;-6,03%;0,010506;0,05%;-0,14%;42,443;42,443
20/12/2023 01:00;42423,5;42493,2;42235,6;42308,64;-0,27%;-1,78%;0,28%;0,35%;0,44%;3,08%;833,77664;35334688,86;44926;355,91956;15081179,39;43%;76862,239;-0,29%;-1,29%;55,86;5,14%;-5,40%;0,010506;0,05%;-0,14%;193232,798;193232,798
20/12/2023 02:00;42308,64;42455;42206;42428,01;0,28%;-1,52%;-0,28%;0,16%;0,16%;2,92%;909,10222;38501889,26;47056;405,10913;17160644,72;45%;76996,322;-0,59%;-2,02%;55,72;7,13%;-4,85%;0,010506;0,05%;-0,14%;33282,2112;33282,2112
20/12/2023 01:00;42423,5;42493,2;42235,6;42308,64;-0,28%;-1,43%;0,28%;0,35%;1,35%;3,01%;833,77664;35334688,86;44926;355,91956;15081179,39;43%;76862,239;-0,77%;-2,04%;55,86;8,59%;-4,35%;0,010506;0,05%;-0,14%;193232,798;193232,798
20/12/2023 02:00;42308,64;42455;42206;42428,01;0,28%;-1,24%;-0,02%;0,11%;1,07%;2,43%;909,10222;38501889,26;47056;405,10913;17160644,72;45%;76996,322;-0,96%;-2,21%;55,72;9,62%;-4,31%;0,010506;0,05%;-0,14%;33282,2112;33282,2112
20/12/2023 03:00;42428,01;42476,19;42356,91;42419,75;-0,02%;-1,14%;0,93%;1,09%;1,46%;2,29%;758,36694;32177619,58;39178;296,13672;12565330,36;39%;77373,369;-0,82%;-2,47%;55,54;9,52%;-5,33%;0,010506;0,05%;-0,14%;13244,9304;13244,9304
20/12/2023 04:00;42419,75;42880,08;42376,15;42812,97;0,93%;-0,52%;-0,24%;0,06%;0,53%;1,95%;1833,60101;78171437,33;81685;997,91261;42546513,36;54%;77512,22;-1,08%;-2,36%;55,45;9,87%;-6,13%;0,010506;0,05%;-0,14%;171,364;171,364
20/12/2023 05:00;42812,96;42837,73;42585,73;42709,17;-0,24%;-0,88%;0,39%;0,78%;0,78%;2,15%;1077,47947;45989010,07;52182;473,30653;20204665,03;44%;77701,611;-1,07%;-2,71%;56;10,28%;-4,11%;0,010506;0,05%;-0,14%;43252,7788;43252,7788
20/12/2023 06:00;42709,17;43041;42634,08;42875,62;0,39%;-0,38%;0,11%;0,21%;0,29%;1,48%;1994,60467;85525083,57;91484;1119,40761;48009299,14;56%;77499,261;-1,54%;-2,46%;55,71;10,12%;-4,28%;0,010506;0,05%;0,03%;2059,2816;2059,2816
20/12/2023 07:00;42875,62;42967,2;42802,98;42924,23;0,11%;-0,48%;-0,34%;0,17%;0,17%;2,06%;1097,59045;47067762,89;53581;522,84362;22421381,27;48%;78036,489;-0,92%;-1,74%;55,16;10,65%;-5,52%;0,010506;0,05%;0,03%;13786,95;13786,95
20/12/2023 08:00;42924,23;42998,08;42755,53;42776,99;-0,34%;-0,46%;0,03%;0,41%;0,51%;2,31%;1263,98317;54181336,58;59330;528,56718;22655103,18;42%;77873,586;-2,06%;-2,10%;55;10,91%;-5,06%;0,01;0,00%;-0,02%;73071,549;73071,549
20/12/2023 09:00;42777;42951,35;42719,86;42788,36;0,03%;-0,37%;0,19%;0,19%;0,49%;2,08%;1097,74737;47025044,62;57802;539,81047;23124231,22;49%;77944,436;-2,00%;-2,32%;54,16;9,84%;-5,89%;0,01;0,00%;-0,02%;85074,7959;85074,7959
20/12/2023 10:00;42788,36;42870,68;42675;42870,67;0,19%;0,02%;-0,01%;0,29%;2,15%;2,04%;1179,56013;50479441,05;53102;562,90305;24091481,24;48%;78117,518;-1,92%;-3,29%;53,97;10,73%;-5,51%;0,01;0,00%;-0,02%;71979,488;71979,488
20/12/2023 11:00;42870,67;42993,2;42743,79;42864,44;-0,01%;1,17%;0,27%;0,32%;3,12%;2,61%;1221,99062;52377468,26;59681;544,78551;23351516,79;45%;78384,041;-0,37%;-2,84%;53,83;10,33%;-6,06%;0,01;0,00%;-0,02%;69955,8734;69955,8734
20/12/2023 12:00;42864,43;43000;42757,32;42979,61;0,27%;1,16%;1,84%;1,89%;3,03%;2,21%;1226,18496;52597963,3;59868;673,1647;28877382,15;55%;79071,049;0,01%;-2,04%;53,57;6,31%;-6,90%;0,01;0,00%;-0,02%;21375,3736;21375,3736
20/12/2023 13:00;42979,62;43790,84;42979,61;43769,44;1,84%;3,38%;0,22%;0,98%;1,17%;0,63%;5910,69487;256323887,2;199700;3218,71767;139592723,9;54%;81586,648;3,30%;1,57%;53,28;4,37%;-6,66%;0,01;0,00%;-0,02%;0;0
20/12/2023 14:00;43769,44;44200,01;43602,26;43867,05;0,22%;4,81%;0,37%;0,95%;0,95%;0,64%;6702,39261;294294911,2;214200;3319,44745;145804508,5;50%;81596,904;3,98%;2,39%;51,36;-0,31%;-9,61%;0,01;0,00%;-0,26%;331406,495;331406,495
20/12/2023 15:00;43867,04;44283;43814,74;44027,2;0,37%;4,29%;-0,76%;0,21%;0,39%;-1,15%;4069,51762;179504863,7;137525;1949,28136;85978886,29;48%;82112,86;5,05%;3,50%;47,1;-11,45%;-15,47%;0,01;0,00%;-0,26%;139730,43;139730,43
20/12/2023 16:00;44027,2;44120;43486;43691,51;-0,76%;3,19%;0,70%;0,79%;1,28%;0,30%;2938,86745;128929048,7;97841;1322,78497;58026669,67;45%;81501,134;4,99%;1,98%;45,97;-15,06%;-17,35%;0,023637;1,36%;1,10%;570054,5583;570054,5583
20/12/2023 17:00;43691,51;44036,37;43545,28;43996,8;0,70%;4,19%;0,34%;0,46%;0,58%;-0,75%;2588,14869;113383050,3;96642;1300,41012;56971865,11;50%;80942,074;4,76%;1,44%;44,94;-17,86%;-19,10%;0,023637;1,36%;1,10%;39057,8032;39057,8032
20/12/2023 18:00;43996,81;44200;43925,93;44144,51;0,34%;3,83%;-0,92%;0,24%;0,24%;-1,58%;2146,60468;94602175,08;81772;1008,69672;44453524,71;47%;81112,102;5,10%;0,66%;46,01;-15,67%;-16,33%;0,023637;1,36%;1,10%;0;0
20/12/2023 19:00;44144,51;44250;43738;43738,01;-0,92%;3,32%;-0,68%;0,17%;0,17%;-0,36%;2146,32259;94432729,42;86151;975,35342;42914399,42;45%;80913,862;4,69%;1,68%;45,34;-17,79%;-17,20%;0,023637;1,36%;1,10%;296255,877;296255,877
20/12/2023 20:00;43738,01;43812,23;43230,17;43441,82;-0,68%;2,76%;0,04%;0,61%;0,69%;0,34%;3419,85062;148944048,1;130403;1668,63818;72697482,95;49%;79708,515;3,86%;0,97%;44,31;-19,97%;-18,67%;0,023637;1,36%;1,10%;835979,1642;835979,1642
20/12/2023 21:00;43441,83;43705,88;43336,34;43457,45;0,04%;2,44%;0,35%;0,66%;0,66%;0,78%;1528,01694;66565451,21;64417;730,46678;31822069,45;48%;79948,323;3,84%;1,69%;45,78;-17,29%;-14,56%;0,023637;1,31%;1,10%;249776,4258;249776,4258
20/12/2023 22:00;43457,44;43743,57;43425,82;43611,65;0,35%;3,08%;0,13%;0,13%;0,27%;0,88%;952,8399;41527568,56;41506;470,57967;20500078,92;49%;79707,88;3,70%;0,89%;45,75;-18,10%;-13,22%;0,023637;1,31%;1,36%;75498,238;75498,238
20/12/2023 23:00;43611,65;43668,93;43457,52;43668,93;0,13%;2,92%;-0,20%;0,14%;0,14%;0,64%;886,21933;38613557,17;38658;442,50168;19280019,61;50%;79727,188;3,55%;1,16%;46,43;-16,67%;-10,38%;0,023637;1,31%;1,36%;20237,2207;20237,2207
21/12/2023 00:00;43668,92;43731,08;43521,03;43581,68;-0,20%;3,01%;-0,28%;0,04%;0,24%;0,64%;1220,90936;53269364,33;44351;509,891;22246408,27;42%;79931,755;3,99%;2,46%;46,71;-16,38%;-10,03%;0,027143;1,66%;1,71%;0;0
21/12/2023 01:00;43581,68;43599,1;43352,94;43459,04;-0,28%;2,43%;-0,16%;0,26%;0,57%;0,85%;1303,68189;56638946,8;51401;538,11415;23373152,78;41%;79724,525;3,54%;1,95%;46,93;-15,78%;-9,68%;0,027143;1,66%;1,71%;355034,9916;355034,9916
21/12/2023 02:00;43459,04;43573,82;43286,72;43389,95;-0,16%;2,29%;0,60%;0,69%;0,73%;1,66%;1148,32524;49876611,53;46704;539,06232;23413868,17;47%;79835,971;3,18%;2,42%;47,29;-14,85%;-8,67%;0,027143;1,66%;1,71%;138293,337;138293,337
21/12/2023 03:00;43389,94;43688;43367,48;43649,37;0,60%;1,95%;-0,05%;0,13%;0,39%;0,73%;1117,63574;48716988,4;45078;579,45967;25255607,16;52%;79863,363;3,03%;1,84%;47,88;-13,65%;-7,89%;0,027143;1,66%;1,71%;14544,9738;14544,9738
21/12/2023 04:00;43649,36;43707,42;43600;43627,41;-0,05%;2,15%;-0,27%;0,16%;0,57%;0,87%;766,34647;33452697,69;38589;403,55459;17616145,5;53%;80157,491;3,16%;1,31%;47,81;-14,63%;-8,99%;0,027143;1,66%;1,71%;262,0056;262,0056
21/12/2023 05:00;43627,41;43697,96;43451,44;43511,11;-0,27%;1,48%;0,68%;0,71%;0,98%;1,36%;725,66695;31636484,53;37357;329,83557;14381918,59;45%;80049,555;3,29%;0,72%;48,08;-13,70%;-9,59%;0,027143;1,66%;1,71%;63744,6096;63744,6096
21/12/2023 06:00;43511,11;43820;43476,35;43808,04;0,68%;2,06%;-0,10%;0,16%;0,30%;0,75%;1058,48203;46187280,44;48618;606,27549;26454321,9;57%;80017,007;2,54%;0,70%;48,05;-12,89%;-9,17%;0,027143;1,66%;1,71%;2718,6256;2718,6256
21/12/2023 07:00;43808,03;43877,75;43722,4;43764,5;-0,10%;2,31%;-0,20%;0,40%;0,65%;0,25%;1388,35061;60794682,17;52188;744,37694;32596100,23;54%;80213,099;3,00%;1,16%;49;-10,91%;-7,06%;0,027143;1,71%;1,71%;306,5636;306,5636
21/12/2023 08:00;43764,49;43937,71;43659;43678,61;-0,20%;2,08%;0,16%;0,16%;0,96%;-0,22%;1654,48135;72489437,36;68591;840,37486;36820333,47;51%;79927,453;2,54%;0,48%;49,22;-9,12%;-7,31%;0,029216;1,92%;1,92%;128375,9763;128375,9763
21/12/2023 09:00;43678,62;43746,52;43579,22;43746,51;0,16%;2,04%;0,54%;0,69%;1,05%;-0,31%;1531,27923;66865698,44;54726;812,30524;35471944,92;53%;80457,818;3,00%;0,99%;49,68;-7,95%;-6,74%;0,029216;1,92%;1,92%;176274,875;176274,875
21/12/2023 10:00;43746,54;44050;43746,54;43982,34;0,54%;2,61%;-0,12%;0,27%;0,59%;-0,55%;1874,11876;82216594,59;77701;989,22818;43399375,76;53%;81166,25;3,55%;1,44%;49,91;-7,28%;-6,08%;0,029216;1,92%;1,92%;3567,2481;3567,2481
21/12/2023 11:00;43982,34;44100;43874,27;43931,6;-0,12%;2,21%;0,26%;0,63%;0,71%;-0,52%;1626,20993;71528186,69;69112;867,3458;38151319,06;53%;81923,142;3,61%;7,04%;49,8;-7,04%;-5,65%;0,029216;1,92%;1,92%;50125,458;50125,458
21/12/2023 12:00;43931,6;44207;43927,84;44046,35;0,26%;0,63%;0,23%;0,45%;0,45%;-0,66%;1638,75647;72273935,3;82431;841,1782;37100855,22;51%;82617,929;1,26%;7,46%;49,06;-7,92%;-7,92%;0,029216;1,92%;1,92%;3482,4543;3482,4543
21/12/2023 13:00;44046,34;44242,35;43939,62;44147,63;0,23%;0,64%;-1,42%;0,13%;0,13%;-1,31%;1402,83593;61823709,55;62543;686,29166;30246435,27;49%;82644,02;1,28%;8,54%;47,59;-7,34%;-9,54%;0,029216;1,92%;1,92%;43428,0553;43428,0553
21/12/2023 14:00;44147,62;44207;43459,2;43519,73;-1,42%;-1,15%;0,70%;0,95%;0,95%;0,40%;3094,14531;135506782,6;136612;1402,82082;61434854,81;45%;82014,667;-0,12%;7,67%;47,33;0,49%;-9,47%;0,029216;1,92%;1,92%;1273244,729;1273244,729
21/12/2023 15:00;43519,73;43931,23;43380;43823,99;0,70%;0,30%;-0,36%;0,24%;0,24%;-0,43%;2555,68918;111622866;100272;1259,49905;55013171,24;49%;82281,137;0,96%;8,58%;46,65;1,48%;-10,82%;0,029216;0,56%;1,92%;40743,8033;40743,8033
21/12/2023 16:00;43824;43927,7;43531,89;43668,3;-0,36%;-0,75%;-0,50%;0,00%;0,46%;0,01%;1565,27952;68431601,94;80567;707,20749;30925503,64;45%;82231,022;1,59%;8,42%;47,2;5,03%;-8,86%;0,028948;0,53%;1,89%;142286,466;142286,466
21/12/2023 17:00;43668,3;43668,3;43370,4;43449,1;-0,50%;-1,58%;0,30%;0,42%;0,96%;0,24%;1852,382;80603044,84;78686;866,36207;37697498,58;47%;81473,075;0,45%;7,12%;47,5;3,24%;-7,41%;0,028948;0,53%;1,89%;145010,8025;145010,8025
21/12/2023 18:00;43449,11;43629,43;43449,1;43581,1;0,30%;-0,36%;0,02%;0,66%;1,23%;0,24%;1169,20153;50924066,6;52460;598,45278;26064005,91;51%;81140,907;0,28%;6,91%;48,57;7,12%;-6,69%;0,028948;0,53%;1,89%;959,6202;959,6202
21/12/2023 19:00;43581,1;43867,19;43411,1;43588,8;0,02%;0,34%;0,48%;0,48%;1,22%;0,83%;1584,09235;69064825,49;74909;810,14494;35327934,97;51%;81187,825;1,86%;6,85%;48,87;10,29%;-5,89%;0,028948;0,53%;1,89%;175321,2389;175321,2389
21/12/2023 20:00;43588,79;43796,8;43554,01;43796,8;0,48%;0,78%;0,45%;0,74%;0,74%;-0,36%;1189,44043;51968087,24;53601;584,53607;25537625,54;49%;81214,58;1,58%;6,98%;50;9,22%;-4,09%;0,028948;0,53%;1,89%;2323,2126;2323,2126
21/12/2023 21:00;43796,8;44119,2;43719,77;43994,93;0,45%;0,88%;-0,10%;0,06%;0,06%;-0,79%;1591,09765;69870607,89;68617;841,58897;36955330,14;53%;80357,143;0,81%;5,24%;49,54;8,28%;-4,99%;0,028948;0,53%;1,89%;1497,2886;1497,2886
