Time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1585836000000,6640.74,6816.45,6636.88,6771.05,33210.742,1585839599999,223700846.00249,87240,18249.175,122938575.81,0
1585839600000,6771.53,6829.32,6720.52,6801.0,24964.034,1585843199999,169011025.78189,60557,13409.283,90813269.78137,0
1585843200000,6801.0,6914.1,6781.77,6909.38,40353.264,1585846799999,277105161.93536,104866,22047.032,151441643.0032,0
1585846800000,6909.38,7290.0,6909.38,7082.44,68370.8,1585850399999,484845658.83658,164753,38282.705,271327582.22946,0
1585850400000,7082.01,7087.48,6727.04,6786.36,62508.513,1585853999999,430265400.74974,143024,27844.595,191518218.56062,0
1585854000000,6787.06,6865.14,6715.22,6800.42,32625.727,1585857599999,222001129.92227,72314,16055.56,109280873.98252,0
1585857600000,6800.13,6800.99,6640.05,6735.99,29435.267,1585861199999,197904097.71066,70180,14365.692,96588734.93481,0
1585861200000,6737.1,6844.81,6706.5,6825.0,15910.577,1585864799999,107985943.67012,46033,8753.776,59413315.68761,0
1585864800000,6825.0,6865.0,6776.0,6838.85,13879.364,1585868399999,94706941.0212,39346,7144.186,48761654.0582,0
1585868400000,6838.8,6840.77,6726.32,6791.63,17793.753,1585871999999,120781485.41723,44530,8994.912,61054972.92468,0
1585872000000,6791.65,6812.75,6727.97,6739.39,10369.149,1585875599999,70177977.44367,30480,5372.192,36361923.71483,0
1585875600000,6739.5,6805.72,6720.05,6797.11,8793.429,1585879199999,59531015.34692,23692,5094.024,34495348.82574,0
1585879200000,6797.09,6825.74,6770.53,6808.19,7682.6,1585882799999,52243529.11082,23016,4170.888,28362556.24219,0
1585882800000,6808.2,6827.47,6770.19,6779.46,9575.959,1585886399999,65056455.578,24152,5031.713,34191930.35875,0
1585886400000,6779.14,6796.36,6752.5,6780.0,7258.927,1585889999999,49181869.41886,19497,3737.304,25325585.37506,0
1585890000000,6780.0,6790.0,6743.68,6775.71,7092.53,1585893599999,47991436.29581,21996,3618.154,24487441.79187,0
1585893600000,6775.49,6819.26,6761.16,6792.98,8100.04,1585897199999,55055296.75581,23753,4394.368,29868055.22992,0
1585897200000,6793.56,6950.0,6782.09,6925.99,30437.775,1585900799999,209538926.99759,66972,17517.604,120585713.45272,0
1585900800000,6926.69,6984.0,6865.0,6922.94,24752.946,1585904399999,171090233.93866,58027,12680.384,87676501.07648,0
1585904400000,6922.83,6976.29,6886.57,6955.88,15527.869,1585907999999,107570079.44933,41569,8017.87,55555650.99974,0
1585908000000,6955.87,7049.11,6907.14,7011.02,21473.59,1585911599999,149557371.44658,56536,11318.879,78870121.84462,0
1585911600000,7011.53,7036.66,6927.83,7002.22,22520.896,1585915199999,157081128.47965,55278,11133.599,77662847.96323,0
1585915200000,7002.22,7010.95,6835.0,6914.21,31836.469,1585918799999,220769625.60761,75123,15052.447,104414320.38208,0
1585918800000,6914.92,6941.26,6806.21,6837.41,23730.404,1585922399999,163447265.91504,61031,11550.087,79588823.55496,0
1585922400000,6838.37,6857.09,6718.0,6785.63,33156.714,1585925999999,225129114.92438,77489,16149.833,109702127.45568,0
1585926000000,6785.57,6822.0,6670.36,6708.32,29589.563,1585929599999,199354694.88479,71732,14201.569,95731183.63104,0
1585929600000,6708.04,6770.4,6600.0,6748.94,34977.727,1585933199999,233416824.98961,85099,17697.895,118158813.72584,0
1585933200000,6749.4,6799.41,6662.04,6713.92,20251.411,1585936799999,136139618.367,55503,11062.678,74384377.94315,0
1585936800000,6713.99,6754.07,6671.25,6743.66,12990.243,1585940399999,87238010.10349,42959,7347.636,49358503.75879,0
1585940400000,6743.66,6785.0,6730.79,6765.0,13536.182,1585943999999,91499350.38525,36543,7090.043,47933434.40145,0
1585944000000,6765.0,6812.32,6671.24,6691.23,15477.512,1585947599999,104504137.01269,44036,8142.708,55000153.25206,0
1585947600000,6691.6,6751.12,6664.49,6724.45,8804.414,1585951199999,59094453.55475,32364,5130.936,34444570.31375,0
1585951200000,6724.43,6770.67,6705.43,6761.8,6709.111,1585954799999,45166249.74859,22835,3976.259,26775321.97455,0
1585954800000,6761.61,6777.84,6713.04,6729.8,7299.467,1585958399999,49249196.56145,24664,3737.991,25225966.9716,0
1585958400000,6729.8,6758.57,6708.04,6748.97,6584.416,1585961999999,44346961.93628,21700,3584.384,24144911.81138,0
1585962000000,6749.2,6801.76,6740.0,6753.47,9194.823,1585965599999,62204259.30657,28335,4971.723,33641522.58518,0
1585965600000,6753.2,6758.11,6674.19,6678.29,8652.058,1585969199999,58136221.84568,24991,3915.475,26318740.80352,0
1585969200000,6677.4,6710.0,6660.0,6693.84,7309.425,1585972799999,48885532.0826,23569,3845.414,25724098.31406,0
1585972800000,6693.86,6730.0,6680.97,6712.1,5877.992,1585976399999,39446166.28639,18912,3326.911,22332339.41437,0
1585976400000,6712.0,6768.94,6705.01,6726.96,6505.543,1585979999999,43787971.98836,20588,3732.101,25121000.0192,0
1585980000000,6725.7,6733.46,6687.93,6724.76,6326.711,1585983599999,42476576.05409,20128,3177.996,21340533.5894,0
1585983600000,6724.7,6735.0,6710.32,6725.67,4881.927,1585987199999,32824519.33355,17138,2706.842,18202328.88172,0
1585987200000,6725.66,6777.89,6725.1,6776.44,9203.999,1585990799999,62152043.52726,29696,5582.053,37691477.1912,0
1585990800000,6777.22,6859.99,6736.5,6831.74,18752.851,1585994399999,127601200.84982,49440,10455.511,71164645.64,0
1585994400000,6831.32,6890.0,6801.0,6868.05,18491.673,1585997999999,126693380.1147,52724,9766.539,66939326.40961,0
1585998000000,6867.06,6899.7,6629.99,6692.68,34168.042,1586001599999,230656313.35506,84051,15388.454,103912252.16893,0
1586001600000,6692.16,6729.14,6657.87,6706.37,16197.976,1586005199999,108511459.94224,47161,8726.162,58469954.49306,0
1586005200000,6706.25,6738.45,6685.65,6722.11,9342.92,1586008799999,62740687.65841,32061,5175.074,34760242.52643,0
1586008800000,6721.96,6730.64,6694.04,6706.47,9706.399,1586012399999,65143499.34563,26507,4481.2,30080129.72543,0
1586012400000,6705.15,6762.79,6703.65,6725.22,13346.238,1586015999999,89840286.93216,32429,7379.497,49689531.05852,0
1586016000000,6725.22,6798.5,6708.33,6777.6,14927.934,1586019599999,100978531.66752,43471,8935.722,60453393.53263,0
1586019600000,6777.58,6800.0,6753.15,6770.67,10217.769,1586023199999,69221640.45874,34456,5600.986,37955451.38569,0
1586023200000,6770.34,6800.0,6760.46,6766.42,6715.331,1586026799999,45513722.94563,23345,3735.786,25319895.71901,0
1586026800000,6766.42,6784.35,6706.0,6741.19,10403.466,1586030399999,70133693.47886,32993,4859.827,32767822.99335,0
1586030400000,6741.38,7020.0,6728.07,6823.35,53835.705,1586033999999,368503932.43724,126476,29571.403,202500235.62486,0
1586034000000,6823.5,6891.66,6820.23,6855.19,15332.994,1586037599999,105140376.34867,51363,7710.975,52885298.50964,0
1586037600000,6855.14,6878.05,6780.0,6837.68,14856.188,1586041199999,101531605.11401,46993,7351.601,50258220.19281,0
1586041200000,6837.76,6867.53,6815.0,6851.1,9017.377,1586044799999,61663596.34338,30131,4651.904,31815630.18319,0
1586044800000,6851.4,6893.44,6832.4,6853.86,11447.813,1586048399999,78560444.87412,35959,6307.611,43294335.2172,0
1586048400000,6853.86,6875.61,6825.01,6846.53,7525.203,1586051999999,51579957.28081,23538,3987.74,27338029.58305,0
1586052000000,6846.45,6846.53,6790.55,6837.59,7365.208,1586055599999,50243199.51183,21282,3469.093,23666883.65046,0
1586055600000,6837.59,6839.1,6781.27,6792.6,6369.835,1586059199999,43350723.82758,19618,3091.939,21041991.35681,0
1586059200000,6792.19,6794.0,6741.35,6771.37,8897.768,1586062799999,60246074.21224,29742,4261.221,28855999.10845,0
1586062800000,6771.9,6839.59,6755.43,6783.98,9981.773,1586066399999,67879902.17245,29355,5223.161,35524524.71553,0
1586066400000,6783.91,6788.67,6729.1,6769.97,9146.922,1586069999999,61876793.63824,29170,4584.524,31023620.0823,0
1586070000000,6769.88,6789.83,6750.92,6769.3,6128.268,1586073599999,41474241.345,20894,3467.549,23469170.58311,0
1586073600000,6769.17,6796.57,6748.0,6779.39,7231.882,1586077199999,49008535.82048,24457,4120.353,27926998.62962,0
1586077200000,6779.4,6825.68,6760.0,6771.6,9964.913,1586080799999,67629981.54398,35108,5164.758,35059454.1102,0
1586080800000,6771.87,6787.08,6734.99,6749.14,9415.772,1586084399999,63683999.82686,28572,4043.822,27350571.50907,0
1586084400000,6749.08,6824.66,6745.45,6774.23,11001.737,1586087999999,74674599.90699,32447,6186.053,41994592.56696,0
1586088000000,6774.09,6793.58,6754.53,6784.38,6812.602,1586091599999,46183389.11494,20218,3629.752,24608823.92356,0
1586091600000,6784.37,6819.12,6775.41,6794.32,8192.777,1586095199999,55680304.85264,24604,4942.64,33594233.02691,0
1586095200000,6794.32,6794.92,6763.42,6769.54,7417.289,1586098799999,50280644.12491,21214,3502.223,23744167.17258,0
1586098800000,6769.45,6800.0,6760.0,6779.8,7462.302,1586102399999,50612198.36569,20982,4069.732,27605261.43662,0
1586102400000,6779.96,6792.94,6760.0,6782.48,8304.024,1586105999999,56284596.45422,22885,4111.608,27872782.33485,0
1586106000000,6782.48,6853.15,6668.02,6793.55,39039.922,1586109599999,263240729.34633,88380,19479.818,131431513.17155,0
1586109600000,6793.55,6815.0,6772.6,6789.86,10938.505,1586113199999,74278158.2448,30474,6028.085,40934163.34368,0
1586113200000,6789.65,6809.68,6781.02,6788.37,5961.24,1586116799999,40509501.2448,19876,3574.095,24289157.64267,0
1586116800000,6788.19,6790.0,6722.76,6749.28,12914.051,1586120399999,87243693.28523,34773,6613.592,44685745.75634,0
1586120400000,6748.79,6795.0,6716.74,6753.29,8770.45,1586123999999,59232223.23044,25959,4550.879,30738984.56681,0
1586124000000,6753.3,6807.05,6750.0,6794.78,11622.068,1586127599999,78798168.45754,36138,6462.029,43822809.56695,0
1586127600000,6794.77,6802.0,6761.6,6768.9,7312.184,1586131199999,49566941.98071,23217,3807.371,25812719.98406,0
1586131200000,6768.9,6873.9,6760.0,6862.44,22087.262,1586134799999,150687038.15509,60290,12398.221,84602056.97922,0
1586134800000,6862.8,6887.2,6824.93,6837.6,12260.273,1586138399999,83938542.14002,34148,6066.285,41549948.28688,0
1586138400000,6837.59,6845.22,6796.71,6822.39,6859.408,1586141999999,46801727.35899,25731,3214.44,21935847.41355,0
1586142000000,6822.39,6848.0,6820.21,6840.83,5152.264,1586145599999,35225225.87559,21312,3044.496,20815162.50566,0
1586145600000,6840.85,6957.78,6839.9,6938.12,24887.637,1586149199999,171805755.24714,65226,14181.409,97895934.42779,0
1586149200000,6938.1,7000.0,6910.0,6988.99,20018.714,1586152799999,139183071.32802,56501,11511.392,80068069.77779,0
1586152800000,6988.96,7100.0,6957.68,7073.27,32688.271,1586156399999,229828549.43844,80865,18767.945,131969003.1936,0
1586156400000,7074.42,7099.0,6954.14,7024.02,26269.112,1586159999999,184577805.86554,71576,12655.002,88930541.26119,0
1586160000000,7024.45,7077.77,7010.64,7035.31,17260.787,1586163599999,121693212.45423,53906,8973.135,63275050.73768,0
1586163600000,7035.31,7141.18,7029.0,7097.98,30039.58,1586167199999,213244184.32152,79334,16210.814,115081097.39028,0
1586167200000,7097.86,7142.04,7065.16,7071.36,18844.283,1586170799999,133873436.02858,59211,10070.705,71552718.47311,0
1586170800000,7070.97,7116.82,7066.19,7095.36,11382.772,1586174399999,80749425.09741,37629,6175.156,43810722.50767,0
1586174400000,7095.09,7159.69,7092.55,7129.9,18485.613,1586177999999,131690643.96994,55415,9829.915,70046043.38992,0
1586178000000,7129.8,7155.0,7026.77,7094.48,25972.48,1586181599999,184347266.71464,75516,12036.096,85463762.761,0
1586181600000,7094.4,7116.49,7053.39,7096.04,14599.237,1586185199999,103405390.51693,51115,6913.725,48980170.95597,0
1586185200000,7096.1,7142.39,7080.2,7139.13,14785.982,1586188799999,105166889.95402,43409,8369.805,59535671.46935,0
1586188800000,7138.74,7180.0,7070.0,7139.77,26047.713,1586192399999,185826393.47973,68868,13655.413,97453252.28717,0
1586192400000,7139.91,7217.67,7130.0,7201.68,27289.995,1586195999999,195858186.90157,66176,15031.11,107914608.94731,0
1586196000000,7200.15,7246.41,7170.0,7236.53,16888.066,1586199599999,121735598.12,45528,9130.207,65837152.69324,0
1586199600000,7236.73,7302.0,7218.34,7263.84,31593.787,1586203199999,229670402.87732,74569,17070.139,124128050.58426,0
1586203200000,7263.15,7284.54,7185.52,7212.23,19896.625,1586206799999,143850021.91799,51597,9338.516,67519197.96247,0
1586206800000,7211.38,7283.94,7200.0,7282.27,10504.723,1586210399999,76180222.18243,29469,5704.512,41372320.73834,0
1586210400000,7282.69,7283.64,7230.0,7260.59,8508.13,1586213999999,61737111.49208,24362,3892.7,28248983.99349,0
1586214000000,7260.76,7370.0,7235.35,7325.73,19008.299,1586217599999,138579212.16519,47400,11172.145,81473757.06019,0
1586217600000,7325.73,7450.0,7299.4,7362.37,40967.473,1586221199999,302670295.18099,90948,21224.257,156829317.10588,0
1586221200000,7362.54,7412.61,7327.04,7345.64,14763.084,1586224799999,108955189.48154,36344,7130.251,52644407.94429,0
1586224800000,7345.35,7371.62,7250.51,7307.3,19836.555,1586228399999,144959367.79159,47888,9568.658,69948453.82621,0
1586228400000,7307.3,7323.0,7258.32,7318.36,12778.869,1586231999999,93093237.7139,32219,7007.091,51058929.9672,0
1586232000000,7318.23,7319.99,7221.5,7247.72,14306.689,1586235599999,103922002.76487,39367,6516.243,47331073.43152,0
1586235600000,7247.48,7293.64,7238.96,7272.78,9433.117,1586239199999,68581473.03373,25572,5080.647,36935356.18539,0
1586239200000,7272.9,7305.8,7253.0,7303.42,9474.17,1586242799999,68935768.99388,25978,5191.149,37784453.5831,0
1586242800000,7303.43,7385.13,7292.76,7372.29,19230.197,1586246399999,141215662.95228,48000,10216.506,75024167.03753,0
1586246400000,7372.88,7379.57,7312.41,7353.35,14120.343,1586249999999,103740811.74549,35968,6994.792,51397490.87421,0
1586250000000,7353.59,7372.0,7332.25,7367.98,9211.244,1586253599999,67722999.40529,25234,4785.6,35187298.03199,0
1586253600000,7368.04,7439.0,7362.0,7416.96,20134.267,1586257199999,149008736.97961,54172,11439.878,84667651.88711,0
1586257200000,7416.9,7416.9,7360.0,7380.0,16852.3,1586260799999,124549081.05957,45729,7595.39,56144388.68044,0
1586260800000,7380.0,7457.0,7289.39,7333.56,33523.602,1586264399999,247206645.18622,81548,16421.81,121177926.19726,0
1586264400000,7334.7,7389.0,7330.33,7345.01,13834.816,1586267999999,101852861.53798,40951,7061.057,51986729.98889,0
1586268000000,7345.45,7348.19,7253.05,7278.41,24699.168,1586271599999,180277687.07493,61359,11902.37,86893252.49415,0
1586271600000,7277.66,7339.68,7275.57,7312.81,13095.379,1586275199999,95728420.83234,39471,6835.638,49967692.43029,0
1586275200000,7312.81,7381.53,7309.18,7364.33,14038.403,1586278799999,103271231.85743,43688,7712.316,56735411.73965,0
1586278800000,7363.81,7370.0,7316.0,7345.39,9095.726,1586282399999,66761054.19988,28309,4252.794,31215713.0069,0
1586282400000,7345.04,7350.0,7277.68,7300.58,13823.62,1586285999999,101007020.27647,36017,6517.114,47626627.38205,0
1586286000000,7301.24,7354.99,7280.19,7284.44,14478.44,1586289599999,105975225.84718,37960,7158.315,52409979.92472,0
1586289600000,7284.29,7289.05,7070.43,7117.05,44796.47,1586293199999,320510586.92147,99815,19066.229,136384043.52305,0
1586293200000,7117.03,7217.0,7079.68,7168.46,17241.582,1586296799999,123298764.65244,43381,9164.361,65548421.24802,0
1586296800000,7167.4,7197.77,7125.0,7168.48,11460.705,1586300399999,82156396.41841,30731,6626.602,47507647.31424,0
1586300400000,7168.53,7210.0,7157.39,7192.9,8375.821,1586303999999,60148169.99782,24606,4239.616,30446767.98338,0
1586304000000,7192.9,7210.0,7145.14,7153.32,11276.472,1586307599999,80997273.24554,30779,5427.921,38985729.4421,0
1586307600000,7152.94,7188.0,7152.72,7160.02,5511.285,1586311199999,39527659.23253,18097,2737.268,19634112.11638,0
1586311200000,7160.3,7278.97,7157.1,7262.37,15065.718,1586314799999,108945327.82958,39170,9203.773,66545666.03677,0
1586314800000,7262.38,7385.52,7258.49,7348.71,23636.073,1586318399999,173267088.68745,61700,13171.123,96552065.4869,0
1586318400000,7349.52,7370.0,7323.3,7351.26,10646.029,1586321999999,78222749.17247,28213,5780.681,42479420.594,0
1586322000000,7351.24,7412.0,7321.0,7407.19,12568.756,1586325599999,92561413.16051,33142,7159.422,52747013.37738,0
1586325600000,7407.35,7417.83,7280.0,7314.91,20638.223,1586329199999,151461404.91529,51291,8823.532,64771038.48074,0
1586329200000,7314.87,7347.0,7295.0,7319.55,10612.114,1586332799999,77709128.82286,30926,5293.907,38773206.01859,0
1586332800000,7319.58,7329.16,7256.0,7287.84,15774.97,1586336399999,115015730.07105,37113,7484.914,54580905.92115,0
1586336400000,7288.0,7320.0,7264.0,7296.25,12218.332,1586339999999,89099357.06814,35448,7226.844,52706206.46137,0
1586340000000,7297.0,7343.46,7210.46,7245.93,21033.778,1586343599999,152960914.18761,54423,9423.542,68571424.79192,0
1586343600000,7245.92,7299.17,7230.0,7287.3,12360.222,1586347199999,89736980.50225,34403,6676.531,48484832.94822,0
1586347200000,7287.3,7338.3,7220.28,7275.14,20578.246,1586350799999,149797523.97868,58031,10511.203,76541678.31089,0
1586350800000,7275.31,7306.18,7192.0,7217.99,17651.505,1586354399999,128094015.23153,55198,7613.345,55279669.84206,0
1586354400000,7217.99,7269.44,7216.4,7267.67,12245.438,1586357999999,88770834.15563,39854,6347.068,46013673.10098,0
1586358000000,7267.5,7299.0,7252.0,7273.79,10782.423,1586361599999,78442038.89743,38208,5617.235,40870342.53028,0
1586361600000,7273.81,7332.0,7250.0,7319.15,19804.923,1586365199999,144438382.54212,61089,11228.422,81902016.51498,0
1586365200000,7319.28,7347.59,7290.99,7304.6,12803.329,1586368799999,93709310.01525,45322,5965.706,43668362.21428,0
1586368800000,7304.8,7331.0,7290.0,7316.0,7365.577,1586372399999,53868612.01003,35534,4043.863,29578384.71513,0
1586372400000,7316.09,7333.0,7260.0,7302.54,14854.181,1586375999999,108297129.06064,60198,7200.457,52506661.44212,0
1586376000000,7303.21,7359.47,7301.73,7313.68,13074.693,1586379599999,95857223.98634,51068,6485.346,47556591.21065,0
1586379600000,7314.59,7355.0,7282.0,7318.89,10410.497,1586383199999,76239331.53578,35295,5000.565,36631272.19474,0
1586383200000,7318.88,7376.62,7307.0,7354.93,9398.595,1586386799999,69023993.16016,35029,5150.462,37834656.43846,0
1586386800000,7355.5,7390.0,7337.47,7357.66,12288.196,1586390399999,90487528.84771,37549,6319.205,46544767.78251,0
1586390400000,7357.15,7365.69,7320.0,7343.93,9884.674,1586393999999,72592124.06117,31360,4950.43,36357990.84383,0
1586394000000,7344.14,7347.92,7285.0,7308.72,10847.366,1586397599999,79344049.16689,28711,5108.291,37369071.93396,0
1586397600000,7309.07,7320.89,7292.09,7314.37,5950.021,1586401199999,43482712.04063,18424,3240.181,23681611.01186,0
1586401200000,7314.37,7314.89,7256.0,7281.38,9708.923,1586404799999,70681457.25677,25765,4703.57,34244730.8115,0
1586404800000,7280.76,7292.97,7235.51,7282.32,12180.204,1586408399999,88426273.89031,30347,6408.276,46534853.52745,0
1586408400000,7283.05,7306.83,7270.0,7303.88,6650.559,1586411999999,48463892.78292,19942,3614.607,26344130.63134,0
1586412000000,7303.83,7319.0,7289.44,7312.0,6877.917,1586415599999,50248750.21252,19258,3653.931,26696662.2545,0
1586415600000,7312.0,7332.86,7282.0,7325.57,8004.315,1586419199999,58510222.06316,23947,4356.249,31848603.99286,0
1586419200000,7325.57,7345.0,7307.28,7324.88,9959.043,1586422799999,73006778.45261,31590,5374.788,39407656.81316,0
1586422800000,7324.88,7324.88,7289.39,7289.39,7870.045,1586426399999,57505603.44874,25771,3609.959,26379367.94961,0
1586426400000,7289.39,7310.0,7272.15,7303.51,7457.354,1586429999999,54414557.8067,25420,3827.437,27934504.53032,0
1586430000000,7303.77,7323.0,7135.97,7179.77,25137.714,1586433599999,181867771.26807,65180,10251.648,74203649.00859,0
1586433600000,7180.0,7303.84,7105.98,7296.36,43307.519,1586437199999,312327162.84168,103036,23516.083,169720375.62345,0
1586437200000,7296.92,7339.43,7272.0,7322.34,21955.163,1586440799999,160443923.00053,62669,11847.721,86596623.27271,0
1586440800000,7322.15,7345.0,7283.46,7318.22,20208.05,1586444399999,147718846.26888,54467,10536.728,77045238.52208,0
1586444400000,7317.96,7320.0,7243.0,7277.9,15647.05,1586447999999,113944124.29776,43732,7045.629,51322636.83123,0
1586448000000,7277.51,7296.18,7260.05,7276.49,8866.619,1586451599999,64538148.6439,27095,4780.745,34801916.30764,0
1586451600000,7276.5,7310.01,7267.11,7290.54,10325.797,1586455199999,75304699.10775,29234,5358.79,39083550.22283,0
1586455200000,7290.55,7291.54,7225.09,7253.45,15298.674,1586458799999,111064175.34639,40594,6510.518,47271563.2097,0
1586458800000,7253.43,7273.0,7240.0,7258.0,9369.477,1586462399999,67973144.91193,39235,4975.429,36100589.90105,0
1586462400000,7258.01,7300.0,7236.2,7289.82,10055.247,1586465999999,73050023.93053,34016,5099.403,37061887.85093,0
1586466000000,7290.0,7310.0,7261.06,7308.4,6982.144,1586469599999,50890815.85561,24528,3749.275,27333007.80419,0
1586469600000,7308.03,7311.76,7278.57,7306.1,5221.315,1586473199999,38098007.56343,20325,2774.351,20244891.9213,0
1586473200000,7305.08,7310.0,7270.0,7278.65,5873.391,1586476799999,42794519.17406,19592,2905.843,21173298.59384,0
1586476800000,7278.83,7290.0,7247.15,7288.01,9939.26,1586480399999,72250795.06864,27404,5051.054,36724196.85436,0
1586480400000,7288.06,7288.22,7251.0,7258.07,6314.741,1586483999999,45880559.72215,23706,3040.452,22089594.37565,0
1586484000000,7258.16,7268.84,7203.97,7247.64,13025.842,1586487599999,94286261.28151,43884,5413.87,39194747.05304,0
1586487600000,7247.74,7249.0,7155.0,7172.94,17057.817,1586491199999,122830249.55166,53940,7913.637,57006581.77216,0
1586491200000,7172.69,7173.03,7074.53,7137.7,30162.185,1586494799999,215005585.85396,87412,14005.997,99867192.71394,0
1586494800000,7137.66,7137.76,6900.0,6952.11,52104.534,1586498399999,363940149.04442,129361,22867.273,159633302.19522,0
1586498400000,6952.69,6998.4,6929.29,6955.01,20183.279,1586501999999,140667465.60244,64117,9825.395,68497737.80572,0
1586502000000,6955.01,6957.8,6860.0,6919.58,28701.751,1586505599999,198340927.51363,85309,13634.619,94227010.93635,0
1586505600000,6919.58,6966.07,6871.0,6918.39,18414.757,1586509199999,127511959.09107,64961,9932.308,68784118.56758,0
1586509200000,6918.39,6940.59,6851.0,6923.98,18394.864,1586512799999,126955548.61904,68144,8872.691,61268602.14199,0
1586512800000,6923.21,6949.0,6897.1,6934.41,11379.353,1586516399999,78792432.08224,48359,5588.663,38704221.65816,0
1586516400000,6934.41,6937.05,6891.46,6899.42,9702.132,1586519999999,67057548.72712,45548,4368.56,30196895.01191,0
