Time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1593648000000,231.02,231.99,222.76,226.54,1305858.588,1593734399999,297251172.93531,413390,620572.471,141280024.34981,0
1593734400000,226.54,228.17,224.11,224.83,579175.291,1593820799999,131241028.78854,249631,274446.475,62224101.27991,0
1593820800000,224.82,230.77,224.31,229.2,534507.407,1593907199999,121465137.44154,221319,288190.484,65509881.10106,0
1593907200000,229.21,229.88,223.26,227.61,681239.534,1593993599999,154164268.13412,235460,329375.424,74563286.29365,0
1593993600000,227.61,242.32,226.89,241.63,1361794.882,1594079999999,320359855.27586,380449,726080.676,170747488.86006,0
1594080000000,241.66,243.9,234.44,239.45,1024076.026,1594166399999,244093092.67784,343892,493464.069,117654408.76251,0
1594166400000,239.45,249.0,237.75,247.14,1430997.143,1594252799999,348773164.43888,444962,732759.309,178631718.02462,0
1594252800000,247.1,247.94,238.04,242.01,1407925.425,1594339199999,342433597.13767,394925,669095.468,162784492.45134,0
1594339200000,242.0,242.25,235.73,241.37,789372.278,1594425599999,188835488.4167,271580,384581.742,92018469.28306,0
1594425600000,241.38,241.79,237.61,239.25,478752.331,1594511999999,114661329.881,212158,230319.713,55175888.8585,0
1594512000000,239.25,244.35,236.0,242.82,899578.746,1594598399999,215562992.67344,310997,454324.886,108966750.81986,0
1594598400000,242.82,245.56,237.3,239.6,1099518.478,1594684799999,266174695.26564,366373,522770.902,126606033.00168,0
1594684800000,239.6,242.24,236.74,240.56,724653.885,1594771199999,173634906.59871,264606,356855.077,85560379.61008,0
1594771200000,240.57,241.5,236.9,238.59,529634.834,1594857599999,126575225.98055,220091,242492.015,57987805.62434,0
1594857600000,238.59,239.58,229.84,233.74,1047566.611,1594943999999,244658931.71368,333572,498974.012,116542332.55892,0
1594944000000,233.75,235.05,231.81,232.72,557216.722,1595030399999,129976699.22534,222227,292917.632,68340832.40444,0
1595030400000,232.72,236.95,232.35,235.69,466496.509,1595116799999,109492088.0996,205667,254198.094,59672274.13148,0
1595116800000,235.69,239.93,233.28,239.19,573124.068,1595203199999,135124155.60153,207075,301422.349,71086755.40594,0
1595203200000,239.18,239.81,234.0,236.03,693643.358,1595289599999,164752457.58157,241950,317990.05,75548689.01892,0
1595289600000,236.02,246.87,235.52,245.56,1191285.53,1595375999999,288862206.41801,362155,640067.275,155124014.6478,0
1595376000000,245.56,270.8,241.52,264.27,1647528.096,1595462399999,418091059.37613,427122,874784.361,222009400.22705,0
1595462400000,264.3,280.48,259.86,275.56,2725687.424,1595548799999,736552038.77903,655074,1379831.154,372872796.6861,0
1595548800000,275.5,287.76,268.32,279.45,2651233.303,1595635199999,736083875.03441,595521,1335782.166,371083613.84945,0
1595635200000,279.45,309.39,279.28,305.64,3122852.128,1595721599999,915502216.03662,671258,1618020.268,474271947.30108,0
1595721600000,305.58,321.99,299.18,311.41,3709687.999,1595807999999,1149779086.62864,765341,1781663.378,552500419.23014,0
1595808000000,311.36,335.0,311.0,322.33,5017477.237,1595894399999,1620266858.22627,1010311,2418096.853,780939332.25971,0
1595894400000,322.3,327.47,306.02,317.21,2856472.08,1595980799999,906295104.75718,648669,1336188.548,424048120.47081,0
1595980800000,317.19,325.99,313.0,318.12,1890408.946,1596067199999,606896653.93406,410157,901832.824,289580341.07162,0
1596067200000,318.12,343.38,314.06,335.3,2332715.926,1596153599999,763116559.16756,516637,1158783.558,379246402.10636,0
1596153600000,335.31,349.83,329.0,346.42,2671758.151,1596239999999,912102990.69843,673762,1310144.582,447400099.88249,0
1596326400000,387.25,418.49,302.0,372.85,6320469.19,1596412799999,2395197027.14924,1334537,2972505.996,1128099335.54762,0
1596412800000,372.86,398.59,366.66,386.2,3020910.903,1596499199999,1173622514.82561,717019,1435804.774,557944152.80214,0
1596499200000,386.19,403.88,380.66,390.1,2702153.264,1596585599999,1057960148.06036,654517,1263035.268,494747898.34088,0
1596585600000,390.02,407.88,384.31,400.95,2378190.463,1596671999999,942126678.78739,627789,1144175.487,453454722.76976,0
1596672000000,400.94,404.25,390.6,395.09,1643305.55,1596758399999,652554125.73757,461636,754079.64,299515272.90246,0
1596758400000,395.1,398.86,361.27,379.63,2591811.422,1596844799999,992515267.80878,625089,1190747.349,455993670.98331,0
1596844800000,379.62,397.75,376.11,397.48,1345421.828,1596931199999,520508410.78516,405183,667771.036,258392577.20307,0
1596931200000,397.56,400.73,383.75,390.54,1457418.137,1597017599999,571218683.77785,401401,679964.524,266578426.00632,0
1597017600000,390.54,400.7,384.34,395.83,1547750.272,1597103999999,611218329.12583,402256,732177.075,289243471.52562,0
1597104000000,395.83,398.78,367.0,379.3,2199154.835,1597190399999,845731729.1519,529635,1005510.91,386827341.95775,0
1597190400000,379.34,389.75,366.05,387.46,1576215.436,1597276799999,599199526.83731,400563,755317.942,287347848.76893,0
1597276800000,387.51,432.25,376.77,425.34,3595989.078,1597363199999,1440744340.82628,822314,1764797.481,707519182.17478,0
1597363200000,425.27,445.66,418.0,438.84,2795449.786,1597449599999,1207407794.98586,679006,1277883.629,552295589.95358,0
1597449600000,438.71,443.9,426.68,432.75,1729353.597,1597535999999,753504069.8546,492660,784035.197,341677108.50055,0
1597536000000,432.78,437.71,413.01,434.19,1739365.364,1597622399999,742240079.00529,523079,780156.767,333029152.85775,0
1597622400000,434.19,449.0,421.01,431.33,2238985.81,1597708799999,968933324.12397,670317,1051288.797,455218557.64085,0
1597708800000,431.31,434.5,414.0,422.36,1639582.806,1597795199999,698827138.90995,538783,750387.882,319938703.70354,0
1597795200000,422.33,427.1,393.28,407.65,2392945.29,1597881599999,978436819.67326,750946,1103372.689,451149570.72686,0
1597881600000,407.63,419.48,402.41,416.29,1235515.836,1597967999999,508701446.71645,490634,591557.499,243677074.4779,0
1597968000000,416.3,418.95,385.09,388.25,1870166.525,1598054399999,753415032.24112,636597,829286.17,334190781.44887,0
1598054400000,388.27,397.34,380.0,395.44,1122107.661,1598140799999,436143011.08409,484140,529124.269,205744731.82733,0
1598140800000,395.44,397.2,383.69,391.0,892915.856,1598227199999,348769199.20701,417650,408166.266,159500438.05217,0
1598227200000,391.0,410.7,387.64,407.94,1323796.078,1598313599999,532034653.91777,522224,653864.193,262876763.24914,0
1598313600000,407.91,409.43,370.14,383.11,2394641.047,1598399999999,926182571.14738,772454,1108569.629,428722810.24362,0
1598400000000,383.07,393.44,377.63,386.02,1390706.382,1598486399999,535388937.61697,514169,674117.686,259667646.47793,0
1598486400000,386.02,397.38,371.31,383.6,1885062.888,1598572799999,723029860.38872,634552,893634.062,342920610.27204,0
1598572800000,383.58,398.8,379.94,395.14,1161424.748,1598659199999,454164125.32279,441158,579086.94,226513341.05839,0
1598659200000,395.16,405.8,391.81,398.66,987943.95,1598745599999,395131559.72597,409743,477362.337,190945130.65863,0
1598745600000,398.71,430.28,398.37,429.11,1442892.512,1598831999999,599192209.99373,530726,717839.897,298203264.84767,0
1598832000000,429.12,439.49,418.2,434.03,1643669.582,1598918399999,708381941.47511,593545,779588.722,336145332.45312,0
1599004800000,475.7,482.44,418.3,439.75,4128002.108,1599091199999,1848669079.41557,1198657,1929100.243,863768005.57367,0
1599091200000,439.74,450.91,371.0,381.62,4981606.249,1599177599999,2061198580.62087,1451171,2287690.41,946889014.64748,0
1599177600000,381.52,400.63,356.14,385.2,3806408.61,1599263999999,1466761495.79589,1181030,1792561.153,691007965.43461,0
1599264000000,385.24,394.89,307.36,334.85,5792598.731,1599350399999,2014890370.20582,1850618,2706958.927,940687371.01923,0
1599350400000,334.85,360.0,316.03,352.69,3681811.956,1599436799999,1260136199.59651,1111814,1757173.724,601812023.53587,0
1599436800000,352.62,358.48,323.02,353.49,3268150.18,1599523199999,1119788439.21161,942280,1685902.932,577882936.71006,0
1599523200000,353.49,356.67,325.0,337.32,3008960.497,1599609599999,1022162050.92677,871201,1531475.834,520393468.63755,0
1599609600000,337.38,359.0,330.58,350.65,1732784.863,1599695999999,600153424.58103,586359,896528.688,310592316.94435,0
1599696000000,350.58,377.0,349.66,367.69,2855720.317,1599782399999,1048583230.04711,785449,1480850.294,543781502.14056,0
1599782400000,367.69,375.07,355.6,373.45,1837058.853,1599868799999,671565874.73255,658094,969104.233,354404541.39398,0
1599868800000,373.42,388.36,364.43,387.65,1472243.835,1599955199999,551721286.62609,577135,799030.3,299677090.31168,0
1599955200000,387.58,390.45,353.12,366.24,2318465.664,1600041599999,859558056.31093,750798,1152247.875,427104602.82123,0
1600041600000,366.24,384.42,355.48,377.13,2243256.424,1600127999999,832952559.07798,755165,1186378.491,440672195.29004,0
1600128000000,377.13,382.49,362.29,364.06,2013169.525,1600214399999,747292134.0694,701432,1005970.887,373519529.64693,0
1600214400000,364.0,373.3,354.75,364.95,1911187.036,1600300799999,696557257.65751,628834,1003466.979,365942923.43629,0
1600300800000,364.97,394.07,363.1,389.24,2807865.002,1600387199999,1069882746.36399,839381,1495707.14,570080095.05881,0
1600387200000,389.23,392.43,375.39,384.44,1502040.045,1600473599999,576509035.40646,631909,761020.371,292204952.92238,0
1600473600000,384.43,388.71,376.67,384.96,923238.785,1600559999999,353726036.38442,470233,483226.014,185208650.92674,0
1600560000000,384.95,385.33,364.52,370.85,1347492.449,1600646399999,503892954.65173,518499,650263.33,243119372.4846,0
1600646400000,370.86,377.2,330.66,340.19,3292780.639,1600732799999,1155637097.23577,885886,1638651.787,575117859.52521,0
1600732800000,340.19,346.75,335.27,344.06,2105741.952,1600819199999,719805988.46761,617003,1121549.052,383507649.1657,0
1600819200000,344.05,344.6,312.36,320.64,2547487.165,1600905599999,846856958.49964,735772,1295087.3,430468530.70106,0
1600905600000,320.64,353.09,316.37,348.77,2679663.06,1600991999999,901752280.98076,870711,1430143.266,481397171.38717,0
1600992000000,348.73,357.88,337.5,351.88,2148472.096,1601078399999,743662627.24495,735803,1128511.711,390643561.00256,0
1601078400000,351.88,356.58,345.76,353.88,1293348.016,1601164799999,455072316.68204,574331,678907.026,238936926.77439,0
1601164800000,353.89,362.22,346.79,357.4,1563883.714,1601251199999,555292723.13595,575645,808032.804,286976965.51552,0
1601251200000,357.29,368.45,351.6,353.85,1849537.469,1601337599999,666373302.11207,605118,955509.176,344449641.5145,0
1601337600000,353.84,360.55,350.07,359.7,1437671.627,1601423999999,510876559.74376,561451,745350.63,264975201.4722,0
