,time,open,high,low,close,volume,turnover,24h_high,breakout_24h,closed_above_breakout_24h,7d_high,breakout_7d,closed_above_breakout_7d,perf_break24h_h1,perf_break24h_h4,perf_break7d_h1,perf_break7d_h4,perf_break7d_h12,perf_break7d_h24,perf_break24h_h1_from_close,perf_break24h_h4_from_close,perf_break7d_h1_from_close,perf_break7d_h4_from_close,perf_break7d_h12_from_close,perf_break7d_h24_from_close
2024-01-25 01:59:31,1706148000000,0.0010308,0.0010353,0.0010228,0.0010267,526830600,542413.89245,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 03:00:41,1706151600000,0.0010267,0.0010322,0.0010242,0.0010254,332120400,341175.24294,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 03:59:40,1706155200000,0.0010254,0.0010282,0.001019,0.0010232,767069800,784585.80193,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 05:00:50,1706158800000,0.0010232,0.0010236,0.00101,0.0010152,1005460900,1020721.12865,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 05:59:48,1706162400000,0.0010152,0.0010277,0.0010123,0.0010262,524069000,534107.90157,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 07:00:59,1706166000000,0.0010262,0.0010308,0.0010219,0.0010276,479657300,492453.38012,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 07:59:57,1706169600000,0.0010276,0.0010288,0.0010236,0.0010259,325841300,334294.79284,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 08:58:56,1706173200000,0.0010259,0.0010341,0.0010177,0.0010197,1584162500,1625325.71411,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 10:00:06,1706176800000,0.0010197,0.0010288,0.0010125,0.0010282,1471256400,1500747.97506,0.001068,False,False,,False,False,,,,,,,,,,,,
2024-01-25 10:59:05,1706180400000,0.0010282,0.001036,0.0010246,0.0010276,989452600,1019556.58913,0.0010645,False,False,,False,False,,,,,,,,,,,,
2024-01-25 12:00:15,1706184000000,0.0010276,0.0010353,0.001005,0.0010151,2648442200,2694143.39795,0.0010585,False,False,,False,False,,,,,,,,,,,,
2024-01-25 12:59:14,1706187600000,0.0010151,0.0010193,0.0010012,0.0010117,2816712000,2844838.74092,0.0010551,False,False,,False,False,,,,,,,,,,,,
2024-01-25 14:00:24,1706191200000,0.0010117,0.0010195,0.001005,0.0010169,1672130300,1692219.9144,0.0010551,False,False,,False,False,,,,,,,,,,,,
2024-01-25 14:59:23,1706194800000,0.0010169,0.0010176,0.001003,0.001011,1900418900,1920948.43189,0.0010551,False,False,,False,False,,,,,,,,,,,,
2024-01-25 16:00:33,1706198400000,0.001011,0.0010171,0.0010075,0.0010082,1162877300,1176710.5589,0.0010551,False,False,,False,False,,,,,,,,,,,,
2024-01-25 16:59:32,1706202000000,0.0010082,0.001017,0.0010004,0.001016,2163301900,2180185.38521,0.0010544,False,False,,False,False,,,,,,,,,,,,
2024-01-25 18:00:42,1706205600000,0.001016,0.0010302,0.0010156,0.0010211,2001481300,2048653.94265,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-25 18:59:41,1706209200000,0.0010211,0.0010296,0.0010169,0.001026,678769600,694671.32789,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-25 20:00:51,1706212800000,0.001026,0.0010272,0.0010182,0.001026,917914400,939455.15875,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-25 20:59:50,1706216400000,0.001026,0.0010364,0.0010255,0.0010343,1796132500,1853364.13243,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-25 22:01:00,1706220000000,0.0010343,0.0010354,0.0010253,0.0010337,668897600,689264.32476,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-25 22:59:59,1706223600000,0.0010337,0.0010347,0.0010249,0.0010277,483410300,497493.45917,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-25 23:58:58,1706227200000,0.0010277,0.0010279,0.0010158,0.0010241,784477000,801216.85903,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-26 01:00:08,1706230800000,0.0010241,0.0010366,0.0010181,0.0010356,528213300,543628.02733,0.0010505,False,False,,False,False,,,,,,,,,,,,
2024-01-26 01:59:07,1706234400000,0.0010356,0.001045,0.001034,0.0010381,968135600,1007688.40817,0.0010366,True,True,,False,False,0.006174030484275667,-0.0019293845263359366,,,,,0.004720161834120194,-0.003371544167228412,,,,
2024-01-26 03:00:17,1706238000000,0.0010381,0.0010448,0.0010357,0.001043,316226500,328728.85724,0.001045,False,False,,False,False,,,,,,,,,,,,
2024-01-26 03:59:16,1706241600000,0.001043,0.0010478,0.0010419,0.0010432,476703300,498128.44537,0.001045,True,False,,False,False,-0.0038277511961721344,-0.00880382775119618,,,,,-0.00210889570552142,-0.007093558282208657,,,,
2024-01-26 05:00:26,1706245200000,0.0010432,0.0010439,0.0010378,0.001041,449504900,468152.10406,0.0010478,False,False,,False,False,,,,,,,,,,,,
2024-01-26 05:59:25,1706248800000,0.001041,0.0010437,0.0010331,0.0010346,369118000,383565.56928,0.0010478,False,False,,False,False,,,,,,,,,,,,
2024-01-26 07:00:35,1706252400000,0.0010346,0.0010364,0.0010311,0.0010328,249155500,257530.29016,0.0010478,False,False,,False,False,,,,,,,,,,,,
2024-01-26 07:59:34,1706256000000,0.0010328,0.0010388,0.0010328,0.0010358,432671200,448239.37903,0.0010478,False,False,,False,False,,,,,,,,,,,,
2024-01-26 09:00:44,1706259600000,0.0010358,0.0010479,0.0010356,0.0010381,1033012700,1075838.15766,0.0010478,True,False,,False,False,0.009543806069860685,0.016224470318763208,,,,,0.018976977169829594,0.025720065504286835,,,,
2024-01-26 09:59:43,1706263200000,0.0010381,0.0010599,0.001036,0.0010578,1401285500,1470750.96166,0.0010479,True,True,,False,False,0.024811527817539824,0.031014409771924777,,,,,0.015220268481754597,0.02136509737190396,,,,
2024-01-26 11:00:53,1706266800000,0.0010578,0.001079,0.0010576,0.0010739,1797349200,1915567.3019,0.0010599,True,True,,False,False,0.0066987451646382855,0.01585055193886234,,,,,-0.006425179253189315,0.002607319117236305,,,,
2024-01-26 11:59:52,1706270400000,0.0010739,0.0010772,0.0010653,0.001067,972082800,1041358.67087,0.001079,False,False,,False,False,,,,,,,,,,,,
2024-01-26 13:01:02,1706274000000,0.001067,0.0010738,0.0010589,0.0010648,984396200,1050869.41398,0.001079,False,False,,False,False,,,,,,,,,,,,
2024-01-26 14:00:01,1706277600000,0.0010648,0.0010807,0.0010638,0.0010804,1196778800,1282587.60829,0.001079,True,True,,False,False,-0.0021316033364226147,0.0068582020389247956,,,,,-0.003424657534246508,0.0055534987041835696,,,,
2024-01-26 14:59:00,1706281200000,0.0010804,0.0010809,0.0010728,0.0010767,868175000,934680.39776,0.0010807,True,False,,False,False,0.0046266308873878165,0.0030535763856758746,,,,,0.008358874338255683,0.006779975852140612,,,,
2024-01-26 16:00:10,1706284800000,0.0010767,0.0010901,0.0010759,0.0010857,1654532400,1793510.21672,0.0010809,True,True,,False,False,0.001850309926912602,-0.005180867795355848,,,,,-0.0025789813023856206,-0.009579073408860677,,,,
2024-01-26 16:59:09,1706288400000,0.0010857,0.0010902,0.0010766,0.0010829,1337649900,1447566.37944,0.0010901,True,False,,False,False,-0.003394184019814828,-0.01403540959544995,,,,,0.003232062055591496,-0.007479915042940085,,,,
2024-01-26 18:00:19,1706292000000,0.0010829,0.0010901,0.0010825,0.0010864,736132500,800037.40731,0.0010902,False,False,,False,False,,,,,,,,,,,,
2024-01-26 18:59:18,1706295600000,0.0010864,0.0010872,0.0010808,0.001084,390186400,422931.07422,0.0010902,False,False,,False,False,,,,,,,,,,,,
2024-01-26 20:00:28,1706299200000,0.001084,0.0010867,0.0010727,0.0010753,964748600,1041822.44024,0.0010902,False,False,,False,False,,,,,,,,,,,,
2024-01-26 20:59:27,1706302800000,0.0010753,0.001077,0.0010693,0.0010748,599384400,643167.80535,0.0010902,False,False,,False,False,,,,,,,,,,,,
2024-01-26 22:00:37,1706306400000,0.0010748,0.00108,0.0010744,0.0010787,252526700,272045.5972,0.0010902,False,False,,False,False,,,,,,,,,,,,
2024-01-26 22:59:36,1706310000000,0.0010787,0.0010857,0.0010781,0.0010827,637606300,689402.00078,0.0010902,False,False,,False,False,,,,,,,,,,,,
2024-01-27 00:00:46,1706313600000,0.0010827,0.0010909,0.0010771,0.0010874,1291540500,1399751.72654,0.0010902,True,False,,False,False,-0.0035773252614199605,0.005687029902770173,,,,,-0.0010115872723930378,0.008276623137759695,,,,
2024-01-27 00:59:45,1706317200000,0.0010874,0.0010976,0.001084,0.0010863,1018420800,1111240.1854,0.0010909,True,False,,False,False,0.0038500320836006912,-0.007791731597763157,,,,,0.008100892939335356,-0.0035901684617507357,,,,
2024-01-27 02:00:55,1706320800000,0.0010863,0.0010975,0.0010852,0.0010951,276026100,301738.52411,0.0010976,False,False,,False,False,,,,,,,,,,,,
2024-01-27 02:59:53,1706324400000,0.0010951,0.0011032,0.001092,0.0011022,466578200,512414.28195,0.0010976,True,True,,False,False,-0.001093294460641426,-0.019041545189504294,,,,,-0.005262202866993315,-0.02313554708764282,,,,
2024-01-27 04:01:04,1706328000000,0.0011022,0.0011046,0.0010947,0.0010964,511270800,562934.44531,0.0011032,True,False,,False,False,-0.018854242204495882,-0.028009427121102194,,,,,-0.01276906238599043,-0.02198102882159795,,,,
2024-01-27 05:00:02,1706331600000,0.0010964,0.0010976,0.0010717,0.0010824,1345303800,1456391.71483,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 05:59:01,1706335200000,0.0010824,0.001086,0.0010743,0.0010752,646801200,698454.74642,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 07:00:11,1706338800000,0.0010752,0.0010777,0.0010684,0.0010767,466785700,501291.40738,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 07:59:10,1706342400000,0.0010767,0.0010779,0.0010704,0.0010723,376775400,404911.50777,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 09:00:20,1706346000000,0.0010723,0.0010853,0.0010698,0.0010833,561137700,604547.35482,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 09:59:19,1706349600000,0.0010833,0.0010914,0.0010819,0.0010859,611570800,664986.02357,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 11:00:29,1706353200000,0.0010859,0.0010874,0.0010816,0.0010826,378275500,410215.42802,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 11:59:28,1706356800000,0.0010826,0.0010907,0.0010808,0.0010877,729445500,792953.7639,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 13:00:38,1706360400000,0.0010877,0.001091,0.0010825,0.0010861,550379100,598064.04619,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 13:59:37,1706364000000,0.0010861,0.0010982,0.0010847,0.0010939,836205300,913096.49927,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 15:00:47,1706367600000,0.0010939,0.0010976,0.0010921,0.0010928,230347600,252097.29533,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 15:59:46,1706371200000,0.0010928,0.0010973,0.0010826,0.0010838,1372724400,1497524.14141,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 17:00:56,1706374800000,0.0010838,0.0010874,0.0010782,0.0010848,962890700,1043044.64144,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 17:59:55,1706378400000,0.0010848,0.0010929,0.0010832,0.001085,561989200,611639.3726,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 18:58:54,1706382000000,0.001085,0.0010929,0.0010833,0.0010886,516656700,562558.31379,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 20:00:04,1706385600000,0.0010886,0.0010972,0.0010858,0.0010948,892817300,974555.39006,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 20:59:03,1706389200000,0.0010948,0.0010972,0.0010928,0.0010948,325226400,356096.66138,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 22:00:13,1706392800000,0.0010948,0.0010985,0.0010922,0.001096,265625100,291004.45456,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-27 22:59:12,1706396400000,0.001096,0.0010972,0.0010916,0.0010954,336169200,367905.95262,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-28 00:00:22,1706400000000,0.0010954,0.0011004,0.0010878,0.0010922,776023100,848087.47826,0.0011046,False,False,,False,False,,,,,,,,,,,,
2024-01-28 00:59:21,1706403600000,0.0010922,0.001107,0.0010915,0.001097,730449900,804118.0922,0.0011046,True,False,,False,False,-0.008328806807894266,0.0003621220351258462,,,,,-0.001458523245214256,0.007292616226071082,,,,
2024-01-28 02:00:31,1706407200000,0.001097,0.0011015,0.0010939,0.0010954,327720500,359895.93517,0.001107,False,False,,False,False,,,,,,,,,,,,
2024-01-28 02:59:30,1706410800000,0.0010954,0.0011034,0.0010941,0.0011024,272346800,299048.03559,0.001107,False,False,,False,False,,,,,,,,,,,,
2024-01-28 04:00:40,1706414400000,0.0011024,0.0011177,0.0011021,0.0011163,1128780800,1251913.09355,0.001107,True,True,,False,False,-0.00180668473351385,-0.010569105691056825,,,,,-0.010122726865537845,-0.01881214727223862,,,,
2024-01-28 04:59:39,1706418000000,0.0011163,0.0011189,0.0011008,0.001105,853064700,947684.35377,0.0011177,True,False,,False,False,-0.018878053144850863,-0.01986221705287644,,,,,-0.0076018099547511195,-0.008597285067873462,,,,
2024-01-28 06:00:49,1706421600000,0.001105,0.0011062,0.0010943,0.0010966,560218300,615920.71035,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 06:59:48,1706425200000,0.0010966,0.0010975,0.001086,0.0010873,668478500,730171.35357,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 08:00:58,1706428800000,0.0010873,0.001098,0.0010836,0.0010953,551402700,602183.05603,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 08:59:57,1706432400000,0.0010953,0.0010976,0.0010927,0.0010955,284888200,311969.57905,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 09:58:56,1706436000000,0.0010955,0.0011017,0.0010936,0.001097,331439600,363901.04745,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 11:00:06,1706439600000,0.001097,0.0010977,0.0010803,0.0010857,789502500,858085.61175,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 11:59:05,1706443200000,0.0010857,0.0010867,0.0010655,0.0010743,2076927100,2229030.27434,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 13:00:15,1706446800000,0.0010743,0.0010794,0.0010707,0.0010786,437341600,470529.16149,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 13:59:14,1706450400000,0.0010786,0.0010855,0.0010717,0.0010738,818268900,883164.55174,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 15:00:24,1706454000000,0.0010738,0.0010819,0.001073,0.0010819,692379200,746367.93246,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 15:59:23,1706457600000,0.0010819,0.0010861,0.0010776,0.0010841,391591800,423843.51328,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 17:00:33,1706461200000,0.0010841,0.0010844,0.00107,0.0010723,841793400,905423.72848,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 17:59:32,1706464800000,0.0010723,0.0010743,0.0010559,0.001063,1127623900,1198887.27378,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 19:00:42,1706468400000,0.001063,0.0010847,0.00105,0.0010709,2792792900,2981767.59172,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 19:59:41,1706472000000,0.0010709,0.0010776,0.0010621,0.0010744,2013662200,2154872.31203,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 21:00:51,1706475600000,0.0010744,0.0010784,0.0010703,0.0010752,298806900,321106.66137,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 21:59:50,1706479200000,0.0010752,0.0010763,0.0010552,0.0010627,1047078000,1113566.73353,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 23:01:00,1706482800000,0.0010627,0.0010706,0.0010605,0.0010654,763682000,812974.63641,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-28 23:59:58,1706486400000,0.0010654,0.001069,0.0010606,0.0010633,508534700,541135.31127,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-29 00:58:57,1706490000000,0.0010633,0.0010777,0.0010627,0.0010738,747252900,800732.57726,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-29 02:00:07,1706493600000,0.0010738,0.001079,0.0010453,0.0010553,2305034600,2446086.17765,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-29 02:59:06,1706497200000,0.0010553,0.0010669,0.0010548,0.0010609,1280234100,1359607.33757,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-29 04:00:16,1706500800000,0.0010609,0.0010616,0.0010542,0.001056,649664200,686563.27766,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-29 04:59:15,1706504400000,0.001056,0.0010578,0.0010532,0.0010542,612161000,646123.11333,0.0011189,False,False,,False,False,,,,,,,,,,,,
2024-01-29 06:00:25,1706508000000,0.0010542,0.001062,0.0010527,0.0010587,1268153600,1340873.84553,0.0011062,False,False,,False,False,,,,,,,,,,,,
2024-01-29 06:59:24,1706511600000,0.0010587,0.0010667,0.0010536,0.001056,860102500,912919.82829,0.0011017,False,False,,False,False,,,,,,,,,,,,
2024-01-29 08:00:34,1706515200000,0.001056,0.0010632,0.0010455,0.0010615,1363418000,1436916.38027,0.0011017,False,False,,False,False,,,,,,,,,,,,
2024-01-29 08:59:33,1706518800000,0.0010615,0.0010629,0.0010506,0.0010625,958775100,1014269.15248,0.0011017,False,False,,False,False,,,,,,,,,,,,
2024-01-29 10:00:43,1706522400000,0.0010625,0.0010647,0.0010563,0.0010632,1072320700,1138119.08915,0.0011017,False,False,,False,False,,,,,,,,,,,,
2024-01-29 10:59:42,1706526000000,0.0010632,0.0010648,0.0010561,0.0010581,564590100,598874.53812,0.0010977,False,False,,False,False,,,,,,,,,,,,
2024-01-29 12:00:52,1706529600000,0.0010581,0.0010643,0.0010538,0.0010555,526897300,558103.36362,0.0010867,False,False,,False,False,,,,,,,,,,,,
2024-01-29 12:59:51,1706533200000,0.0010555,0.0010572,0.0010306,0.001041,3226038400,3367835.55533,0.0010861,False,False,,False,False,,,,,,,,,,,,
2024-01-29 14:01:01,1706536800000,0.001041,0.0010493,0.0010361,0.0010435,1689265000,1761780.10042,0.0010861,False,False,,False,False,,,,,,,,,,,,
2024-01-29 15:00:00,1706540400000,0.0010435,0.0010633,0.0010354,0.0010631,1901073100,1991577.10178,0.0010861,False,False,,False,False,,,,,,,,,,,,
2024-01-29 15:58:59,1706544000000,0.0010631,0.0010822,0.0010562,0.001079,4340717700,4641944.87182,0.0010861,False,False,,False,False,,,,,,,,,,,,
2024-01-29 17:00:09,1706547600000,0.001079,0.001084,0.0010729,0.0010767,1724929200,1858716.41216,0.0010847,False,False,,False,False,,,,,,,,,,,,
2024-01-29 17:59:08,1706551200000,0.0010767,0.0010812,0.0010733,0.001078,550241800,592433.53948,0.0010847,False,False,,False,False,,,,,,,,,,,,
2024-01-29 19:00:18,1706554800000,0.001078,0.0010821,0.0010731,0.001074,516540400,556216.39247,0.0010847,False,False,,False,False,,,,,,,,,,,,
2024-01-29 19:59:17,1706558400000,0.001074,0.0010784,0.0010649,0.0010715,1390563700,1487643.18255,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-29 21:00:27,1706562000000,0.0010715,0.0010723,0.0010625,0.0010661,944364800,1007594.8785,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-29 21:59:26,1706565600000,0.0010661,0.0010743,0.0010652,0.0010723,708010700,757332.25939,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-29 23:00:36,1706569200000,0.0010723,0.001073,0.0010612,0.0010644,1013481800,1079619.65793,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-29 23:59:35,1706572800000,0.0010644,0.0010667,0.0010468,0.0010519,1719250300,1811791.2146,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 01:00:45,1706576400000,0.0010519,0.0010744,0.0010518,0.001066,1131383000,1204242.88188,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 01:59:44,1706580000000,0.001066,0.0010798,0.0010658,0.0010718,1566639800,1680153.79496,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 03:00:54,1706583600000,0.0010718,0.0010721,0.0010567,0.0010572,1501594300,1594167.33828,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 03:59:53,1706587200000,0.0010572,0.0010626,0.0010545,0.0010557,757972400,801671.28838,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 05:01:03,1706590800000,0.0010557,0.001063,0.0010536,0.0010622,753608300,797698.27048,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 06:00:02,1706594400000,0.0010622,0.0010628,0.0010506,0.0010557,982480800,1038754.39878,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 06:59:01,1706598000000,0.0010557,0.0010558,0.0010457,0.0010505,1486550500,1561868.497,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 08:00:11,1706601600000,0.0010505,0.00106,0.0010467,0.0010533,1188550800,1251902.76462,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 08:59:10,1706605200000,0.0010533,0.0010557,0.0010485,0.0010521,533927800,561532.3239,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 10:00:20,1706608800000,0.0010521,0.0010583,0.0010508,0.0010574,464072900,489668.07849,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 10:59:19,1706612400000,0.0010574,0.0010664,0.0010535,0.0010639,1094409700,1160617.62522,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 12:00:29,1706616000000,0.0010639,0.0010673,0.0010411,0.0010448,3765291800,3964350.4234,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 12:59:28,1706619600000,0.0010448,0.0010493,0.0010332,0.0010367,2553300400,2653671.94662,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 14:00:38,1706623200000,0.0010367,0.0010408,0.0010227,0.0010372,2335070900,2411034.93693,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 14:59:37,1706626800000,0.0010372,0.0010505,0.0010325,0.001043,1891055000,1970689.52911,0.001084,False,False,,False,False,,,,,,,,,,,,
2024-01-30 16:00:47,1706630400000,0.001043,0.0010585,0.001035,0.0010556,2456711600,2574824.16712,0.001084,False,False,,False,False,,,,,,,,,,,,
