,time,open,high,low,close,volume,turnover,24h_high,breakout_24h,closed_above_breakout_24h,7d_high,breakout_7d,closed_above_breakout_7d,perf_break24h_h1,perf_break24h_h4,perf_break7d_h1,perf_break7d_h4,perf_break7d_h12,perf_break7d_h24,perf_break24h_h1_from_close,perf_break24h_h4_from_close,perf_break7d_h1_from_close,perf_break7d_h4_from_close,perf_break7d_h12_from_close,perf_break7d_h24_from_close
2024-01-23 21:00:37,1706043600000,0.010188,0.010249,0.010076,0.010148,96967100,982954.3539,,False,False,,False,False,,,,,,,,,,,,
2024-01-23 21:59:36,1706047200000,0.010148,0.010551,0.01014,0.010461,183122800,1902153.4328,,False,False,,False,False,,,,,,,,,,,,
2024-01-23 23:00:46,1706050800000,0.010461,0.010818,0.010446,0.010803,255112200,2728965.3373,,False,False,,False,False,,,,,,,,,,,,
2024-01-23 23:59:45,1706054400000,0.010803,0.011224,0.010636,0.01116,453226000,4952148.715,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 01:00:55,1706058000000,0.01116,0.01116,0.010664,0.010705,261559400,2840893.4318,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 01:59:54,1706061600000,0.010705,0.010827,0.010664,0.010772,121756000,1310237.017,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 03:01:04,1706065200000,0.010772,0.010794,0.010483,0.010499,174429100,1851063.7621,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 04:00:03,1706068800000,0.010499,0.010616,0.010482,0.010511,131085500,1381890.435,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 04:59:02,1706072400000,0.010511,0.010638,0.010494,0.010554,122589800,1295460.9902,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 06:00:12,1706076000000,0.010554,0.01068,0.010408,0.010648,193284100,2039369.4282,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 06:59:11,1706079600000,0.010648,0.011006,0.010594,0.011006,303266300,3288296.2117,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 08:00:21,1706083200000,0.011006,0.011075,0.010835,0.011027,286678900,3139189.4446,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 08:59:20,1706086800000,0.011027,0.011188,0.010968,0.011098,330109300,3657727.4676,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 10:00:30,1706090400000,0.011098,0.01134,0.01102,0.0112,242871200,2715110.6201,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 10:59:29,1706094000000,0.0112,0.011208,0.010819,0.01091,257713800,2826908.9004,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 12:00:39,1706097600000,0.01091,0.011023,0.010773,0.010799,226668000,2469233.3093,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 12:59:38,1706101200000,0.010799,0.010904,0.010689,0.010798,196199300,2119533.7273,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 14:00:48,1706104800000,0.010798,0.011007,0.0107,0.010853,218460800,2369915.243,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 14:59:47,1706108400000,0.010853,0.010948,0.010739,0.010904,154696800,1679867.2963,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 16:00:57,1706112000000,0.010904,0.011227,0.010825,0.01117,190685000,2102382.401,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 16:59:56,1706115600000,0.01117,0.011177,0.010945,0.010998,196330200,2171241.4942,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 17:58:55,1706119200000,0.010998,0.011012,0.010681,0.010801,199450000,2158218.6277,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 19:00:05,1706122800000,0.010801,0.010841,0.010703,0.010821,84822600,914331.2421,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 19:59:04,1706126400000,0.010821,0.010934,0.010701,0.01074,125349300,1354785.5431,,False,False,,False,False,,,,,,,,,,,,
2024-01-24 21:00:14,1706130000000,0.01074,0.010842,0.010723,0.0108,99901300,1078349.1526,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-24 21:59:13,1706133600000,0.0108,0.010911,0.010737,0.010832,76505100,828335.8059,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-24 23:00:23,1706137200000,0.010832,0.011117,0.010832,0.011058,120189000,1321981.2559,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-24 23:59:22,1706140800000,0.011058,0.011145,0.010937,0.011027,210174300,2315926.9565,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 01:00:32,1706144400000,0.011027,0.011074,0.010782,0.010828,153159100,1674617.8352,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 01:59:31,1706148000000,0.010828,0.01088,0.01071,0.010735,117883800,1273952.7475,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 03:00:41,1706151600000,0.010735,0.010859,0.010727,0.010781,85579500,923640.261,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 03:59:40,1706155200000,0.010781,0.010862,0.010708,0.010721,78120000,842295.5924,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 05:00:50,1706158800000,0.010721,0.010726,0.010514,0.01063,203053800,2155575.6315,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 05:59:48,1706162400000,0.01063,0.010775,0.010599,0.010739,100241700,1070102.7919,0.01134,False,False,,False,False,,,,,,,,,,,,
2024-01-25 07:00:59,1706166000000,0.010739,0.010819,0.010704,0.010793,80414400,865423.7097,0.01134,False,False,,False,False,,,,,,,,,,,,
