,time,open,high,low,close,volume,turnover,24h_high,breakout_24h,closed_above_breakout_24h,7d_high,breakout_7d,closed_above_breakout_7d,perf_break24h_h1,perf_break24h_h4,perf_break7d_h1,perf_break7d_h4,perf_break7d_h12,perf_break7d_h24,perf_break24h_h1_from_close,perf_break24h_h4_from_close,perf_break7d_h1_from_close,perf_break7d_h4_from_close,perf_break7d_h12_from_close,perf_break7d_h24_from_close,drawdown_max_h1,drawdown_max_h4,drawdown_max_h12,drawdown_max_h24
2021-04-02 18:00:05,1617386400000,2055.7,2063.65,2048.0,2055.65,3668.75,7541665.9375,2086.4,False,False,,False,False,,,,,,,,,,,,,-0.003745682735807666,-0.005642846718879171,-0.034221919540788986,-0.051393685849102436
2021-04-02 18:59:04,1617390000000,2055.65,2071.0,2032.4,2062.75,6877.43,14186418.7325,2086.4,False,False,,False,False,,,,,,,,,,,,,-0.011310291148785056,-0.011310291148785056,-0.034198428720842645,-0.05137061270157864
2021-04-02 20:00:14,1617393600000,2062.75,2109.9,2062.35,2092.7,13593.22,28446531.494,2086.4,True,True,,False,False,0.002540260736196188,0.019603144171779184,,,,,-0.0004778515792994696,0.01653366464376182,,,,,-0.00019391588898319765,-0.014713368076596732,-0.03752272451824026,-0.05463580172100354
2021-04-02 20:59:13,1617397200000,2092.7,2103.3,2082.2,2091.7,5689.81,11901375.577,2109.9,False,False,,False,False,,,,,,,,,,,,,-0.005017441582644431,-0.02881445023175789,-0.049290390404740224,-0.06816552778706927
2021-04-02 22:00:23,1617400800000,2091.7,2117.1,2088.85,2111.3,4793.51,10120537.663,2109.9,True,True,,False,False,0.012678325987013602,0.0,,,,,0.012006820442381426,-0.0006630985648652919,,,,,-0.0013625280872017543,-0.028350145814409203,-0.04883587512549595,-0.06772003633408226
2021-04-02 22:59:22,1617404400000,2111.3,2147.0,2111.3,2136.65,11578.9,24740056.685,2117.1,True,True,,False,False,0.004817911293751015,-0.010462425015351232,,,,,-0.004376009173238438,-0.019516532890272283,,,,,0.0,-0.02318476767868151,-0.057665893051674424,-0.07637474541751538
2021-04-03 00:00:32,1617408000000,2136.65,2141.15,2111.5,2127.3,6987.32,14864125.836,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.01177076264245435,-0.025483818126506574,-0.06884609084314236,-0.0834015865958393
2021-04-03 00:59:31,1617411600000,2127.3,2127.3,2085.0,2107.2,5720.74,12054743.328,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.019884360456917303,-0.019884360456917303,-0.05695012457105254,-0.06818502326893253
2021-04-03 02:00:41,1617415200000,2107.2,2112.5,2087.15,2109.9,4665.43,9843590.757,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.009514996203492658,-0.010535307517084197,-0.03549734244495052,-0.05929669703872429
2021-04-03 02:59:40,1617418800000,2109.9,2110.7,2092.0,2094.95,2444.61,5121335.7195,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.008483814398786715,-0.011801507180435135,-0.036731598653964644,-0.06050049765391729
2021-04-03 04:00:50,1617422400000,2094.95,2105.0,2090.2,2102.35,2178.52,4580011.522,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.002267357216162677,-0.0047495166949091,-0.029857514499152596,-0.053796033318217536
2021-04-03 04:59:49,1617426000000,2102.35,2107.95,2093.8,2106.55,2592.69,5461631.1195,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.004066877541798334,-0.007230004518752738,-0.0332722905320236,-0.05712654886198774
2021-04-03 06:00:59,1617429600000,2106.55,2130.0,2104.2,2126.4,4404.31,9365324.784,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.0011155681089935505,-0.007761505779592396,-0.03519973416249322,-0.05753483183404157
2021-04-03 06:59:58,1617433200000,2126.4,2126.45,2112.15,2112.35,1942.35,4102923.0225,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.006701467268623025,-0.01702407825432669,-0.03012133182844252,-0.06633276899924764
2021-04-03 07:58:57,1617436800000,2112.35,2131.6,2091.0,2100.0,5857.57,12300897,2147.0,False,False,,False,False,,,,,,,,,,,,,-0.01010722654863063,-0.01010722654863063,-0.01427320283097029,-0.06012261225649159
