,entry strat, entry_strategy, sl_strategy, tp_strategy, num trades, perf, avg_perf, win_rate
172519,{'closed_green': ['x == True']  '7d_volume_per_trade_rank': ['x == 2']  'long_%': ['x > 30']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,404.5,25.28,37.5
109717,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 3']  '30d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,17,403.5,23.74,35.3
179320,{'7d_volume_per_trade_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,17,403.5,23.74,35.3
143287,{'dollar_volume': ['x > 100000000']  '7d_volume_per_trade_rank': ['x == 2']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,17,403.5,23.74,35.3
146823,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 1']  '7d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,17,403.5,23.74,35.3
131401,{'7d_volume_per_trade_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'prev_24h_chg': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,17,403.5,23.74,35.3
142451,{'closed_green': ['x == True']  '30d_dollar_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,17,403.5,23.74,35.3
179430,{'longs_24h_chg%': ['x < -1']  '30d_volume_rank': ['x == 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,15,402.73,26.85,33.3
188623,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 1']  '7d_dollar_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,18,402.5,22.36,33.3
61739,{'30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'prev_24h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,401.73,25.11,31.2
179175,{'7d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,401.73,25.11,31.2
189290,{'week_end': ['x == False']  '30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,401.73,25.11,31.2
187614,{'30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'prev_3h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,401.73,25.11,31.2
35700,{'7d_dollar_volume_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,16,401.73,25.11,31.2
192904,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 1']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,401.73,25.11,31.2
101198,{'30d_volume_per_trade_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,19,401.5,21.13,31.6
178154,{'30d_dollar_volume_rank': ['x == 2']  '7d_volume_per_trade_rank': ['x == 2']  '30d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,19,401.5,21.13,31.6
99997,{'duration_above_SMA20_d': ['x > 2']  'prev_24h_chg': ['x > 1']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,19,401.5,21.13,31.6
171550,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,19,401.5,21.13,31.6
53848,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -2']  'prev_24h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,17,400.73,23.57,29.4
72560,{'duration_above_SMA20_d': ['x > 2']  '7d_dollar_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,20,400.5,20.02,30.0
34229,{'30d_volume_per_trade_rank': ['x == 2']  'prev_24h_chg': ['x > 0']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,20,400.5,20.02,30.0
118077,{'duration_above_SMA20_d': ['x > 3']  '7d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,18,399.73,22.21,27.8
82060,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 1']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,18,399.73,22.21,27.8
168072,{'duration_above_SMA20_d': ['x > 1']  'longs_24h_chg%': ['x < -2']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,18,399.73,22.21,27.8
43079,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 3']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,18,399.73,22.21,27.8
35055,{'longs_24h_chg%': ['x < -2']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,18,399.73,22.21,27.8
186805,{'week_end': ['x == False']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,21,399.5,19.02,28.6
173371,{'duration_above_SMA20_d': ['x > 5']  'dollar_volume': ['x > 100000000']  '7d_dollar_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,21,399.5,19.02,28.6
183982,{'week_end': ['x == False']  '30d_dollar_volume_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,21,399.5,19.02,28.6
159262,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 5']  '30d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,21,399.5,19.02,28.6
102071,{'duration_above_SMA20_d': ['x > 5']  '30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,19,398.73,20.99,26.3
170679,{'30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -1']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,19,398.73,20.99,26.3
191160,{'duration_above_SMA20_d': ['x > 3']  'longs_24h_chg%': ['x < -2']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,19,398.73,20.99,26.3
181133,{'30d_dollar_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,22,398.5,18.11,27.3
53754,{'30d_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,22,398.5,18.11,27.3
185815,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,23,397.5,17.28,26.1
194198,{'duration_above_SMA20_d': ['x > 2']  '30d_volume_rank': ['x == 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,23,397.5,17.28,26.1
181159,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 2']  '7d_dollar_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,23,397.5,17.28,26.1
180160,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 3']  'long_%': ['x > 30']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,23,397.5,17.28,26.1
169779,{'duration_above_SMA20_d': ['x > 2']  '7d_dollar_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,24,396.5,16.52,25.0
132831,{'closed_green': ['x == True']  'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -5']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,10,391.86,39.19,30.0
85110,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -3']  'long_%': ['x < 50']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,13,388.7,29.9,23.1
83200,{'dollar_volume': ['x > 100000000']  '7d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -3']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,21,387.18,18.44,19.0
179092,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -5']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,15,386.86,25.79,20.0
194756,{'dollar_volume': ['x > 100000000']  'longs_1h_chg%': ['x < -1']  'longs_24h_chg%': ['x < -5']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,9,386.39,42.93,22.2
149415,{'week_end': ['x == False']  '7d_volume_per_trade_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,10,382.33,38.23,20.0
182996,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -3']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,10,382.33,38.23,20.0
166368,{'duration_above_SMA20_d': ['x > 1']  '7d_volume_per_trade_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,10,382.33,38.23,20.0
124190,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 3']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,10,382.33,38.23,20.0
113160,{'longs_1h_chg%': ['x < -1']  'prev_24h_chg': ['x > 3']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,14,381.39,27.24,14.3
192087,{'duration_above_SMA20_d': ['x > 5']  '7d_dollar_volume_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,11,381.33,34.67,18.2
145939,{'longs_24h_chg%': ['x < -1']  'oi_1h_chg%': ['x > 1']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,11,381.33,34.67,18.2
65341,{'30d_dollar_volume_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,12,380.33,31.69,16.7
175077,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 5']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,379.39,23.71,12.5
177191,{'longs_1h_chg%': ['x < -1']  'longs_24h_chg%': ['x < -1']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,379.39,23.71,12.5
107363,{'closed_green': ['x == True']  'week_end': ['x == False']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,379.39,23.71,12.5
150525,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 3']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,16,379.39,23.71,12.5
168850,{'oi_1h_chg%': ['x > 1']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,13,379.33,29.18,15.4
184976,{'week_end': ['x == False']  'oi_1h_chg%': ['x > 1']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,13,379.33,29.18,15.4
110535,{'duration_above_SMA20_d': ['x > 3']  '30d_volume_per_trade_rank': ['x == 2']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_5,17,378.39,22.26,11.8
182991,{'30d_dollar_volume_rank': ['x == 2']  'longs_1h_chg%': ['x < -1']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,20,375.39,18.77,10.0
193552,{'duration_above_SMA20_d': ['x > 5']  '30d_dollar_volume_rank': ['x == 2']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_5,21,374.39,17.83,9.5
179316,{'7d_volume_per_trade_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,19,321.18,16.9,31.6
172515,{'closed_green': ['x == True']  '7d_volume_per_trade_rank': ['x == 2']  'long_%': ['x > 30']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,19,321.18,16.9,31.6
146819,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 1']  '7d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,19,321.18,16.9,31.6
143283,{'dollar_volume': ['x > 100000000']  '7d_volume_per_trade_rank': ['x == 2']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,20,320.18,16.01,30.0
131397,{'7d_volume_per_trade_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'prev_24h_chg': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,20,320.18,16.01,30.0
109714,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 3']  '30d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,21,319.18,15.2,28.6
142447,{'closed_green': ['x == True']  '30d_dollar_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,22,318.18,14.46,27.3
179426,{'longs_24h_chg%': ['x < -1']  '30d_volume_rank': ['x == 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,17,318.18,18.72,29.4
178151,{'30d_dollar_volume_rank': ['x == 2']  '7d_volume_per_trade_rank': ['x == 2']  '30d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,22,318.18,14.46,27.3
179171,{'7d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,18,317.18,17.62,27.8
189286,{'week_end': ['x == False']  '30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,18,317.18,17.62,27.8
35698,{'7d_dollar_volume_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,18,317.18,17.62,27.8
99994,{'duration_above_SMA20_d': ['x > 2']  'prev_24h_chg': ['x > 1']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,23,317.18,13.79,26.1
188619,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 1']  '7d_dollar_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,23,317.18,13.79,26.1
171545,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,24,316.18,13.17,25.0
187610,{'30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'prev_3h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,19,316.18,16.64,26.3
61736,{'30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -2']  'prev_24h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,19,316.18,16.64,26.3
159259,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 5']  '30d_volume_per_trade_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,24,316.18,13.17,25.0
34225,{'30d_volume_per_trade_rank': ['x == 2']  'prev_24h_chg': ['x > 0']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,24,316.18,13.17,25.0
192901,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 1']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,19,316.18,16.64,26.3
72557,{'duration_above_SMA20_d': ['x > 2']  '7d_dollar_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,24,316.18,13.17,25.0
168069,{'duration_above_SMA20_d': ['x > 1']  'longs_24h_chg%': ['x < -2']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,20,315.18,15.76,25.0
53844,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -2']  'prev_24h_chg': ['x > 0']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,20,315.18,15.76,25.0
183979,{'week_end': ['x == False']  '30d_dollar_volume_rank': ['x == 2']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,25,315.18,12.61,24.0
43073,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 3']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,20,315.18,15.76,25.0
35052,{'longs_24h_chg%': ['x < -2']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,20,315.18,15.76,25.0
118073,{'duration_above_SMA20_d': ['x > 3']  '7d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,20,315.18,15.76,25.0
186803,{'week_end': ['x == False']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,25,315.18,12.61,24.0
82057,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 1']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,20,315.18,15.76,25.0
173367,{'duration_above_SMA20_d': ['x > 5']  'dollar_volume': ['x > 100000000']  '7d_dollar_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,26,314.18,12.08,23.1
53751,{'30d_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,26,314.18,12.08,23.1
181130,{'30d_dollar_volume_rank': ['x == 2']  'prev_3h_chg': ['x > 0']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,26,314.18,12.08,23.1
191156,{'duration_above_SMA20_d': ['x > 3']  'longs_24h_chg%': ['x < -2']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,21,314.18,14.96,23.8
185811,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,27,313.18,11.6,22.2
102069,{'duration_above_SMA20_d': ['x > 5']  '30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,22,313.18,14.24,22.7
180156,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 3']  'long_%': ['x > 30']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,27,313.18,11.6,22.2
181155,{'week_end': ['x == False']  'duration_above_SMA20_d': ['x > 2']  '7d_dollar_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,27,313.18,11.6,22.2
170675,{'30d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -1']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,22,313.18,14.24,22.7
194194,{'duration_above_SMA20_d': ['x > 2']  '30d_volume_rank': ['x == 2']  'long_%': ['x > 40']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,27,313.18,11.6,22.2
169775,{'duration_above_SMA20_d': ['x > 2']  '7d_dollar_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,28,312.18,11.15,21.4
132828,{'closed_green': ['x == True']  'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -5']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,12,310.09,25.84,25.0
194753,{'dollar_volume': ['x > 100000000']  'longs_1h_chg%': ['x < -1']  'longs_24h_chg%': ['x < -5']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,9,307.71,34.19,22.2
85106,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -3']  'long_%': ['x < 50']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,15,306.96,20.46,20.0
179088,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -5']  '30d_volume_rank': ['x == 2']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,17,305.09,17.95,17.6
83195,{'dollar_volume': ['x > 100000000']  '7d_volume_per_trade_rank': ['x == 2']  'longs_24h_chg%': ['x < -3']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,23,304.34,13.23,17.4
124186,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 3']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,10,304.26,30.43,20.0
149411,{'week_end': ['x == False']  '7d_volume_per_trade_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,10,304.26,30.43,20.0
166365,{'duration_above_SMA20_d': ['x > 1']  '7d_volume_per_trade_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,10,304.26,30.43,20.0
182992,{'dollar_volume': ['x > 100000000']  'longs_24h_chg%': ['x < -3']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,10,304.26,30.43,20.0
192083,{'duration_above_SMA20_d': ['x > 5']  '7d_dollar_volume_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,11,303.26,27.57,18.2
145935,{'longs_24h_chg%': ['x < -1']  'oi_1h_chg%': ['x > 1']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,11,303.26,27.57,18.2
113156,{'longs_1h_chg%': ['x < -1']  'prev_24h_chg': ['x > 3']  'long_%': ['x < 60']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,14,302.71,21.62,14.3
65338,{'30d_dollar_volume_rank': ['x == 2']  'oi_1h_chg%': ['x > 1']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 336']},entry_close,sl_half_low,tp_xpercent_4,12,302.26,25.19,16.7
168846,{'oi_1h_chg%': ['x > 1']  '30d_volume_rank': ['x == 2']  'long_%': ['x < 70']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,13,301.26,23.17,15.4
184972,{'week_end': ['x == False']  'oi_1h_chg%': ['x > 1']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,13,301.26,23.17,15.4
177188,{'longs_1h_chg%': ['x < -1']  'longs_24h_chg%': ['x < -1']  'long_%': ['x < 80']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,16,300.71,18.79,12.5
150521,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 3']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,16,300.71,18.79,12.5
107359,{'closed_green': ['x == True']  'week_end': ['x == False']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,16,300.71,18.79,12.5
175073,{'closed_green': ['x == True']  'duration_above_SMA20_d': ['x > 5']  'longs_1h_chg%': ['x < -1']  'n_hours_breakout_high': ['x > 168']},entry_close,sl_half_low,tp_xpercent_4,16,300.71,18.79,12.5
