Time,open,high,low,close,volume
2021.03.15 04:00,1875.0,1894.0,1870.0,1887.3,1946.2
2021.03.15 05:00,1887.3,1894.3,1882.4,1885.2,1978.25
2021.03.15 06:00,1885.2,1892.2,1885.2,1886.55,1540.79
2021.03.15 07:00,1886.55,1893.5,1858.85,1864.05,4940.45
2021.03.15 08:00,1864.05,1866.7,1845.0,1845.05,4188.38
2021.03.15 09:00,1845.05,1854.45,1799.0,1810.45,16627.72
2021.03.15 10:00,1810.45,1811.8,1772.0,1794.1,11475.83
2021.03.15 11:00,1794.1,1811.25,1783.25,1791.3,4924.38
2021.03.15 12:00,1791.3,1798.4,1736.4,1766.8,18800.71
2021.03.15 13:00,1766.8,1783.0,1762.7,1783.0,3538.99
2021.03.15 14:00,1783.0,1785.95,1768.25,1771.65,2663.22
2021.03.15 15:00,1771.65,1782.1,1747.3,1778.0,5484.83
2021.03.15 16:00,1778.0,1794.0,1776.25,1788.9,3437.83
2021.03.15 17:00,1788.9,1804.8,1776.9,1777.05,6085.36
2021.03.15 18:00,1777.05,1789.4,1766.0,1767.35,5995.82
2021.03.15 19:00,1767.35,1785.95,1753.35,1772.45,6051.97
2021.03.15 20:00,1772.45,1777.7,1756.8,1770.95,2963.85
2021.03.15 21:00,1770.95,1789.4,1766.15,1785.5,2350.39
2021.03.15 22:00,1785.5,1793.45,1783.75,1786.15,1841.57
2021.03.15 23:00,1786.15,1807.05,1778.95,1791.4,3679.01
2021.03.16 00:00,1791.4,1803.3,1788.85,1799.0,2092.79
2021.03.16 01:00,1799.0,1802.8,1780.0,1787.15,1646.21
2021.03.16 02:00,1787.15,1808.15,1784.25,1794.7,2691.86
2021.03.16 03:00,1794.7,1803.85,1730.3,1732.6,7113.93
2021.03.16 04:00,1732.6,1755.8,1712.4,1750.8,8386.01
2021.03.16 05:00,1750.8,1758.9,1744.45,1753.3,1506.58
2021.03.16 06:00,1753.3,1755.8,1740.0,1751.25,2241.91
2021.03.16 07:00,1751.25,1761.05,1747.7,1752.0,2279.19
2021.03.16 08:00,1752.0,1758.8,1741.9,1753.9,3537.41
2021.03.16 09:00,1753.9,1794.2,1740.45,1790.0,4891.8
2021.03.16 10:00,1790.0,1803.0,1785.85,1798.4,3754.19
2021.03.16 11:00,1798.4,1819.0,1796.55,1804.4,3576.59
2021.03.16 12:00,1804.4,1818.3,1801.9,1808.05,1388.58
2021.03.16 13:00,1808.05,1810.15,1789.4,1797.6,2862.22
2021.03.16 14:00,1797.6,1802.0,1783.3,1793.9,1993.96
2021.03.16 15:00,1793.9,1796.6,1768.15,1779.75,3057.14
2021.03.16 16:00,1779.75,1795.0,1777.0,1785.6,1989.97
2021.03.16 17:00,1785.6,1795.8,1781.0,1795.8,1361.98
2021.03.16 18:00,1795.8,1808.05,1792.7,1803.9,2570.46
2021.03.16 19:00,1803.9,1814.65,1796.5,1802.1,2937.55
2021.03.16 20:00,1802.1,1806.3,1764.3,1775.85,3858.88
2021.03.16 21:00,1775.85,1783.95,1769.45,1779.2,742.04
2021.03.16 22:00,1779.2,1788.15,1774.45,1785.7,984.19
2021.03.16 23:00,1785.7,1801.95,1783.0,1798.1,2461.99
2021.03.17 00:00,1798.1,1800.55,1787.7,1787.8,1349.2
2021.03.17 01:00,1787.8,1800.75,1782.1,1789.95,1497.88
2021.03.17 02:00,1789.95,1809.3,1784.15,1806.5,2497.91
2021.03.17 03:00,1806.5,1814.4,1772.25,1784.85,3209.19
2021.03.17 04:00,1784.85,1787.95,1776.0,1784.85,1521.62
2021.03.17 05:00,1784.85,1786.4,1768.2,1776.25,1063.43
2021.03.17 06:00,1776.25,1779.3,1761.0,1767.75,1419.69
2021.03.17 07:00,1767.75,1777.0,1764.3,1773.35,1287.44
2021.03.17 08:00,1773.35,1781.95,1766.05,1780.0,2365.22
2021.03.17 09:00,1780.0,1787.45,1774.6,1785.2,1122.47
2021.03.17 10:00,1785.2,1786.0,1779.0,1784.7,1194.41
2021.03.17 11:00,1784.7,1795.0,1778.3,1782.85,2518.09
2021.03.17 12:00,1782.85,1785.5,1753.05,1759.05,3259.44
2021.03.17 13:00,1759.05,1769.85,1757.05,1767.8,2888.9
